genome,MAG_ID,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
3300065428_96.fna,3300065428_96,1837_0,0.050000000000000044,average,fastANI,1837
3300055492_21.fna,3300055492_21,1838_0,0.050000000000000044,average,fastANI,1838
3300064047_61.fna,3300064047_61,1839_0,0.050000000000000044,average,fastANI,1839
3300054963_66.fna,3300054963_66,1840_1,0.050000000000000044,average,fastANI,1840
3300054984_4.fna,3300054984_4,1840_1,0.050000000000000044,average,fastANI,1840
3300054704_133.fna,3300054704_133,1841_0,0.050000000000000044,average,fastANI,1841
3300055462_21.fna,3300055462_21,1842_1,0.050000000000000044,average,fastANI,1842
3300055463_22.fna,3300055463_22,1842_1,0.050000000000000044,average,fastANI,1842
3300055465_33.fna,3300055465_33,1842_1,0.050000000000000044,average,fastANI,1842
3300055467_3.fna,3300055467_3,1842_1,0.050000000000000044,average,fastANI,1842
3300055470_18.fna,3300055470_18,1842_1,0.050000000000000044,average,fastANI,1842
3300055473_14.fna,3300055473_14,1842_1,0.050000000000000044,average,fastANI,1842
3300055474_30.fna,3300055474_30,1842_1,0.050000000000000044,average,fastANI,1842
3300055487_2.fna,3300055487_2,1842_1,0.050000000000000044,average,fastANI,1842
3300055488_37.fna,3300055488_37,1842_1,0.050000000000000044,average,fastANI,1842
3300055490_37.fna,3300055490_37,1842_1,0.050000000000000044,average,fastANI,1842
3300055491_40.fna,3300055491_40,1842_1,0.050000000000000044,average,fastANI,1842
3300055495_30.fna,3300055495_30,1842_1,0.050000000000000044,average,fastANI,1842
3300055496_20.fna,3300055496_20,1842_1,0.050000000000000044,average,fastANI,1842
3300055497_6.fna,3300055497_6,1842_1,0.050000000000000044,average,fastANI,1842
3300055504_21.fna,3300055504_21,1842_1,0.050000000000000044,average,fastANI,1842
3300055505_4.fna,3300055505_4,1842_1,0.050000000000000044,average,fastANI,1842
3300055506_8.fna,3300055506_8,1842_1,0.050000000000000044,average,fastANI,1842
3300055509_31.fna,3300055509_31,1842_1,0.050000000000000044,average,fastANI,1842
3300055510_21.fna,3300055510_21,1842_1,0.050000000000000044,average,fastANI,1842
3300055511_28.fna,3300055511_28,1842_1,0.050000000000000044,average,fastANI,1842
3300055512_8.fna,3300055512_8,1842_1,0.050000000000000044,average,fastANI,1842
3300055515_30.fna,3300055515_30,1842_1,0.050000000000000044,average,fastANI,1842
3300055517_36.fna,3300055517_36,1842_1,0.050000000000000044,average,fastANI,1842
3300055519_15.fna,3300055519_15,1842_1,0.050000000000000044,average,fastANI,1842
3300055520_7.fna,3300055520_7,1842_1,0.050000000000000044,average,fastANI,1842
3300055522_40.fna,3300055522_40,1842_1,0.050000000000000044,average,fastANI,1842
3300055523_29.fna,3300055523_29,1842_1,0.050000000000000044,average,fastANI,1842
3300055524_2.fna,3300055524_2,1842_1,0.050000000000000044,average,fastANI,1842
3300055723_11.fna,3300055723_11,1842_1,0.050000000000000044,average,fastANI,1842
3300055724_13.fna,3300055724_13,1842_1,0.050000000000000044,average,fastANI,1842
3300056601_6.fna,3300056601_6,1842_1,0.050000000000000044,average,fastANI,1842
3300056603_13.fna,3300056603_13,1842_1,0.050000000000000044,average,fastANI,1842
3300056615_1.fna,3300056615_1,1842_1,0.050000000000000044,average,fastANI,1842
3300056673_224.fna,3300056673_224,1842_1,0.050000000000000044,average,fastANI,1842
3300056674_126.fna,3300056674_126,1842_1,0.050000000000000044,average,fastANI,1842
3300056675_26.fna,3300056675_26,1842_1,0.050000000000000044,average,fastANI,1842
3300056677_25.fna,3300056677_25,1842_1,0.050000000000000044,average,fastANI,1842
3300056678_29.fna,3300056678_29,1842_1,0.050000000000000044,average,fastANI,1842
3300056685_2.fna,3300056685_2,1842_1,0.050000000000000044,average,fastANI,1842
3300056687_12.fna,3300056687_12,1842_1,0.050000000000000044,average,fastANI,1842
3300056690_7.fna,3300056690_7,1842_1,0.050000000000000044,average,fastANI,1842
3300056694_5.fna,3300056694_5,1842_1,0.050000000000000044,average,fastANI,1842
3300056697_12.fna,3300056697_12,1842_1,0.050000000000000044,average,fastANI,1842
3300056699_26.fna,3300056699_26,1842_1,0.050000000000000044,average,fastANI,1842
3300056700_17.fna,3300056700_17,1842_1,0.050000000000000044,average,fastANI,1842
3300056726_18.fna,3300056726_18,1842_1,0.050000000000000044,average,fastANI,1842
3300056749_160.fna,3300056749_160,1842_1,0.050000000000000044,average,fastANI,1842
3300056750_252.fna,3300056750_252,1842_1,0.050000000000000044,average,fastANI,1842
3300056751_51.fna,3300056751_51,1842_1,0.050000000000000044,average,fastANI,1842
3300056752_336.fna,3300056752_336,1842_1,0.050000000000000044,average,fastANI,1842
3300056753_116.fna,3300056753_116,1842_1,0.050000000000000044,average,fastANI,1842
3300056797_102.fna,3300056797_102,1842_1,0.050000000000000044,average,fastANI,1842
3300056798_165.fna,3300056798_165,1842_1,0.050000000000000044,average,fastANI,1842
3300056799_16.fna,3300056799_16,1842_1,0.050000000000000044,average,fastANI,1842
3300056804_5.fna,3300056804_5,1842_1,0.050000000000000044,average,fastANI,1842
3300056809_28.fna,3300056809_28,1842_1,0.050000000000000044,average,fastANI,1842
3300056811_26.fna,3300056811_26,1842_1,0.050000000000000044,average,fastANI,1842
3300056977_228.fna,3300056977_228,1842_1,0.050000000000000044,average,fastANI,1842
3300059365_31.fna,3300059365_31,1842_1,0.050000000000000044,average,fastANI,1842
3300063119_12.fna,3300063119_12,1842_1,0.050000000000000044,average,fastANI,1842
3300063143_12.fna,3300063143_12,1842_1,0.050000000000000044,average,fastANI,1842
3300063172_218.fna,3300063172_218,1842_1,0.050000000000000044,average,fastANI,1842
3300063180_208.fna,3300063180_208,1842_1,0.050000000000000044,average,fastANI,1842
3300064096_3.fna,3300064096_3,1842_1,0.050000000000000044,average,fastANI,1842
3300065078_201.fna,3300065078_201,1842_1,0.050000000000000044,average,fastANI,1842
3300055505_10.fna,3300055505_10,1843_1,0.050000000000000044,average,fastANI,1843
3300056674_98.fna,3300056674_98,1843_1,0.050000000000000044,average,fastANI,1843
3300056797_200.fna,3300056797_200,1843_1,0.050000000000000044,average,fastANI,1843
3300056798_231.fna,3300056798_231,1843_1,0.050000000000000044,average,fastANI,1843
3300056811_227.fna,3300056811_227,1843_1,0.050000000000000044,average,fastANI,1843
3300055460_31.fna,3300055460_31,1844_1,0.050000000000000044,average,fastANI,1844
3300055467_6.fna,3300055467_6,1844_1,0.050000000000000044,average,fastANI,1844
3300055469_64.fna,3300055469_64,1844_1,0.050000000000000044,average,fastANI,1844
3300055491_44.fna,3300055491_44,1844_1,0.050000000000000044,average,fastANI,1844
3300055492_43.fna,3300055492_43,1844_1,0.050000000000000044,average,fastANI,1844
3300055501_1.fna,3300055501_1,1844_1,0.050000000000000044,average,fastANI,1844
3300055504_36.fna,3300055504_36,1844_1,0.050000000000000044,average,fastANI,1844
3300055505_53.fna,3300055505_53,1844_1,0.050000000000000044,average,fastANI,1844
3300055506_4.fna,3300055506_4,1844_1,0.050000000000000044,average,fastANI,1844
3300055509_13.fna,3300055509_13,1844_1,0.050000000000000044,average,fastANI,1844
3300055517_41.fna,3300055517_41,1844_1,0.050000000000000044,average,fastANI,1844
3300055519_20.fna,3300055519_20,1844_1,0.050000000000000044,average,fastANI,1844
3300055522_23.fna,3300055522_23,1844_1,0.050000000000000044,average,fastANI,1844
3300056600_47.fna,3300056600_47,1844_1,0.050000000000000044,average,fastANI,1844
3300056673_108.fna,3300056673_108,1844_1,0.050000000000000044,average,fastANI,1844
3300056675_148.fna,3300056675_148,1844_1,0.050000000000000044,average,fastANI,1844
3300056678_20.fna,3300056678_20,1844_1,0.050000000000000044,average,fastANI,1844
3300056684_6.fna,3300056684_6,1844_1,0.050000000000000044,average,fastANI,1844
3300056699_9.fna,3300056699_9,1844_1,0.050000000000000044,average,fastANI,1844
3300056749_136.fna,3300056749_136,1844_1,0.050000000000000044,average,fastANI,1844
3300056750_283.fna,3300056750_283,1844_1,0.050000000000000044,average,fastANI,1844
3300056751_147.fna,3300056751_147,1844_1,0.050000000000000044,average,fastANI,1844
3300056752_175.fna,3300056752_175,1844_1,0.050000000000000044,average,fastANI,1844
3300056753_136.fna,3300056753_136,1844_1,0.050000000000000044,average,fastANI,1844
3300056797_131.fna,3300056797_131,1844_1,0.050000000000000044,average,fastANI,1844
3300056798_17.fna,3300056798_17,1844_1,0.050000000000000044,average,fastANI,1844
3300056799_220.fna,3300056799_220,1844_1,0.050000000000000044,average,fastANI,1844
3300056811_225.fna,3300056811_225,1844_1,0.050000000000000044,average,fastANI,1844
3300056977_210.fna,3300056977_210,1844_1,0.050000000000000044,average,fastANI,1844
3300063119_7.fna,3300063119_7,1844_1,0.050000000000000044,average,fastANI,1844
3300063172_21.fna,3300063172_21,1844_1,0.050000000000000044,average,fastANI,1844
3300063180_189.fna,3300063180_189,1844_1,0.050000000000000044,average,fastANI,1844
3300064096_24.fna,3300064096_24,1844_1,0.050000000000000044,average,fastANI,1844
3300065078_161.fna,3300065078_161,1844_1,0.050000000000000044,average,fastANI,1844
3300055469_17.fna,3300055469_17,1845_1,0.050000000000000044,average,fastANI,1845
3300056811_15.fna,3300056811_15,1845_1,0.050000000000000044,average,fastANI,1845
3300063180_292.fna,3300063180_292,1845_1,0.050000000000000044,average,fastANI,1845
3300055517_20.fna,3300055517_20,1846_1,0.050000000000000044,average,fastANI,1846
3300056809_332.fna,3300056809_332,1846_1,0.050000000000000044,average,fastANI,1846
3300056977_34.fna,3300056977_34,1846_1,0.050000000000000044,average,fastANI,1846
3300055505_18.fna,3300055505_18,1847_1,0.050000000000000044,average,fastANI,1847
3300056675_15.fna,3300056675_15,1847_1,0.050000000000000044,average,fastANI,1847
3300056676_131.fna,3300056676_131,1847_1,0.050000000000000044,average,fastANI,1847
3300056750_278.fna,3300056750_278,1847_1,0.050000000000000044,average,fastANI,1847
3300056752_112.fna,3300056752_112,1847_1,0.050000000000000044,average,fastANI,1847
3300056799_45.fna,3300056799_45,1847_1,0.050000000000000044,average,fastANI,1847
3300063172_224.fna,3300063172_224,1847_1,0.050000000000000044,average,fastANI,1847
3300063180_291.fna,3300063180_291,1848_0,0.050000000000000044,average,fastANI,1848
3300055460_21.fna,3300055460_21,1849_1,0.050000000000000044,average,fastANI,1849
3300055462_14.fna,3300055462_14,1849_1,0.050000000000000044,average,fastANI,1849
3300055464_26.fna,3300055464_26,1849_1,0.050000000000000044,average,fastANI,1849
3300055469_50.fna,3300055469_50,1849_1,0.050000000000000044,average,fastANI,1849
3300055474_49.fna,3300055474_49,1849_1,0.050000000000000044,average,fastANI,1849
3300055491_2.fna,3300055491_2,1849_1,0.050000000000000044,average,fastANI,1849
3300055498_11.fna,3300055498_11,1849_1,0.050000000000000044,average,fastANI,1849
3300055500_2.fna,3300055500_2,1849_1,0.050000000000000044,average,fastANI,1849
3300055505_25.fna,3300055505_25,1849_1,0.050000000000000044,average,fastANI,1849
3300055509_15.fna,3300055509_15,1849_1,0.050000000000000044,average,fastANI,1849
3300055512_27.fna,3300055512_27,1849_1,0.050000000000000044,average,fastANI,1849
3300055517_5.fna,3300055517_5,1849_1,0.050000000000000044,average,fastANI,1849
3300055522_4.fna,3300055522_4,1849_1,0.050000000000000044,average,fastANI,1849
3300055523_19.fna,3300055523_19,1849_1,0.050000000000000044,average,fastANI,1849
3300055524_6.fna,3300055524_6,1849_1,0.050000000000000044,average,fastANI,1849
3300056673_238.fna,3300056673_238,1849_1,0.050000000000000044,average,fastANI,1849
3300056674_150.fna,3300056674_150,1849_1,0.050000000000000044,average,fastANI,1849
3300056675_61.fna,3300056675_61,1849_1,0.050000000000000044,average,fastANI,1849
3300056676_175.fna,3300056676_175,1849_1,0.050000000000000044,average,fastANI,1849
3300056678_17.fna,3300056678_17,1849_1,0.050000000000000044,average,fastANI,1849
3300056690_16.fna,3300056690_16,1849_1,0.050000000000000044,average,fastANI,1849
3300056698_31.fna,3300056698_31,1849_1,0.050000000000000044,average,fastANI,1849
3300056704_23.fna,3300056704_23,1849_1,0.050000000000000044,average,fastANI,1849
3300056711_6.fna,3300056711_6,1849_1,0.050000000000000044,average,fastANI,1849
3300056713_21.fna,3300056713_21,1849_1,0.050000000000000044,average,fastANI,1849
3300056749_47.fna,3300056749_47,1849_1,0.050000000000000044,average,fastANI,1849
3300056753_108.fna,3300056753_108,1849_1,0.050000000000000044,average,fastANI,1849
3300056798_143.fna,3300056798_143,1849_1,0.050000000000000044,average,fastANI,1849
3300056799_240.fna,3300056799_240,1849_1,0.050000000000000044,average,fastANI,1849
3300056809_72.fna,3300056809_72,1849_1,0.050000000000000044,average,fastANI,1849
3300056811_120.fna,3300056811_120,1849_1,0.050000000000000044,average,fastANI,1849
3300063172_94.fna,3300063172_94,1849_1,0.050000000000000044,average,fastANI,1849
3300063180_76.fna,3300063180_76,1849_1,0.050000000000000044,average,fastANI,1849
3300064096_93.fna,3300064096_93,1849_1,0.050000000000000044,average,fastANI,1849
3300055460_15.fna,3300055460_15,1850_1,0.050000000000000044,average,fastANI,1850
3300055461_2.fna,3300055461_2,1850_1,0.050000000000000044,average,fastANI,1850
3300055464_27.fna,3300055464_27,1850_1,0.050000000000000044,average,fastANI,1850
3300055467_20.fna,3300055467_20,1850_1,0.050000000000000044,average,fastANI,1850
3300055470_9.fna,3300055470_9,1850_1,0.050000000000000044,average,fastANI,1850
3300055474_11.fna,3300055474_11,1850_1,0.050000000000000044,average,fastANI,1850
3300055510_19.fna,3300055510_19,1850_1,0.050000000000000044,average,fastANI,1850
3300055515_29.fna,3300055515_29,1850_1,0.050000000000000044,average,fastANI,1850
3300055522_25.fna,3300055522_25,1850_1,0.050000000000000044,average,fastANI,1850
3300056673_276.fna,3300056673_276,1850_1,0.050000000000000044,average,fastANI,1850
3300056674_213.fna,3300056674_213,1850_1,0.050000000000000044,average,fastANI,1850
3300056675_137.fna,3300056675_137,1850_1,0.050000000000000044,average,fastANI,1850
3300056676_102.fna,3300056676_102,1850_1,0.050000000000000044,average,fastANI,1850
3300056694_12.fna,3300056694_12,1850_1,0.050000000000000044,average,fastANI,1850
3300056712_26.fna,3300056712_26,1850_1,0.050000000000000044,average,fastANI,1850
3300056749_33.fna,3300056749_33,1850_1,0.050000000000000044,average,fastANI,1850
3300056750_207.fna,3300056750_207,1850_1,0.050000000000000044,average,fastANI,1850
3300056751_231.fna,3300056751_231,1850_1,0.050000000000000044,average,fastANI,1850
3300056752_121.fna,3300056752_121,1850_1,0.050000000000000044,average,fastANI,1850
3300056753_139.fna,3300056753_139,1850_1,0.050000000000000044,average,fastANI,1850
3300056797_245.fna,3300056797_245,1850_1,0.050000000000000044,average,fastANI,1850
3300056798_24.fna,3300056798_24,1850_1,0.050000000000000044,average,fastANI,1850
3300056799_266.fna,3300056799_266,1850_1,0.050000000000000044,average,fastANI,1850
3300056809_9.fna,3300056809_9,1850_1,0.050000000000000044,average,fastANI,1850
3300056811_335.fna,3300056811_335,1850_1,0.050000000000000044,average,fastANI,1850
3300056977_250.fna,3300056977_250,1850_1,0.050000000000000044,average,fastANI,1850
3300063143_19.fna,3300063143_19,1850_1,0.050000000000000044,average,fastANI,1850
3300063172_327.fna,3300063172_327,1850_1,0.050000000000000044,average,fastANI,1850
3300063180_121.fna,3300063180_121,1850_1,0.050000000000000044,average,fastANI,1850
3300064096_98.fna,3300064096_98,1850_1,0.050000000000000044,average,fastANI,1850
3300065078_92.fna,3300065078_92,1850_1,0.050000000000000044,average,fastANI,1850
3300049716_13.fna,3300049716_13,1851_0,0.050000000000000044,average,fastANI,1851
3300049166_12.fna,3300049166_12,1852_1,0.050000000000000044,average,fastANI,1852
3300049169_19.fna,3300049169_19,1852_1,0.050000000000000044,average,fastANI,1852
3300049136_14.fna,3300049136_14,1853_1,0.050000000000000044,average,fastANI,1853
3300049170_37.fna,3300049170_37,1853_1,0.050000000000000044,average,fastANI,1853
3300061641_117.fna,3300061641_117,1854_0,0.050000000000000044,average,fastANI,1854
3300062833_70.fna,3300062833_70,1855_1,0.050000000000000044,average,fastANI,1855
3300063015_71.fna,3300063015_71,1855_1,0.050000000000000044,average,fastANI,1855
3300063045_3.fna,3300063045_3,1856_0,0.050000000000000044,average,fastANI,1856
3300034126_7.fna,3300034126_7,1857_0,0.050000000000000044,average,fastANI,1857
3300046480_8.fna,3300046480_8,1858_0,0.050000000000000044,average,fastANI,1858
3300056972_64.fna,3300056972_64,1859_0,0.050000000000000044,average,fastANI,1859
3300042922_105.fna,3300042922_105,1860_1,0.050000000000000044,average,fastANI,1860
3300046616_25.fna,3300046616_25,1860_1,0.050000000000000044,average,fastANI,1860
3300047323_19.fna,3300047323_19,1861_0,0.050000000000000044,average,fastANI,1861
3300063430_58.fna,3300063430_58,1862_0,0.050000000000000044,average,fastANI,1862
3300063015_88.fna,3300063015_88,1863_1,0.050000000000000044,average,fastANI,1863
3300063065_10.fna,3300063065_10,1863_1,0.050000000000000044,average,fastANI,1863
3300062796_69.fna,3300062796_69,1864_1,0.050000000000000044,average,fastANI,1864
3300063032_45.fna,3300063032_45,1864_1,0.050000000000000044,average,fastANI,1864
3300049140_25.fna,3300049140_25,1865_1,0.050000000000000044,average,fastANI,1865
3300049172_4.fna,3300049172_4,1865_1,0.050000000000000044,average,fastANI,1865
3300060293_13.fna,3300060293_13,1865_1,0.050000000000000044,average,fastANI,1865
3300060294_26.fna,3300060294_26,1865_1,0.050000000000000044,average,fastANI,1865
3300060295_16.fna,3300060295_16,1865_1,0.050000000000000044,average,fastANI,1865
3300060297_9.fna,3300060297_9,1865_1,0.050000000000000044,average,fastANI,1865
3300060298_37.fna,3300060298_37,1865_1,0.050000000000000044,average,fastANI,1865
3300060402_23.fna,3300060402_23,1865_1,0.050000000000000044,average,fastANI,1865
3300060733_23.fna,3300060733_23,1865_1,0.050000000000000044,average,fastANI,1865
3300061462_19.fna,3300061462_19,1865_1,0.050000000000000044,average,fastANI,1865
3300061463_23.fna,3300061463_23,1865_1,0.050000000000000044,average,fastANI,1865
3300062987_28.fna,3300062987_28,1865_1,0.050000000000000044,average,fastANI,1865
3300049140_32.fna,3300049140_32,1866_1,0.050000000000000044,average,fastANI,1866
3300049780_17.fna,3300049780_17,1866_1,0.050000000000000044,average,fastANI,1866
3300049173_6.fna,3300049173_6,1867_0,0.050000000000000044,average,fastANI,1867
3300081529_8.fna,3300081529_8,1868_0,0.050000000000000044,average,fastANI,1868
3300055462_18.fna,3300055462_18,1869_1,0.050000000000000044,average,fastANI,1869
3300055463_9.fna,3300055463_9,1869_1,0.050000000000000044,average,fastANI,1869
3300055469_61.fna,3300055469_61,1869_1,0.050000000000000044,average,fastANI,1869
3300055470_8.fna,3300055470_8,1869_1,0.050000000000000044,average,fastANI,1869
3300055487_13.fna,3300055487_13,1869_1,0.050000000000000044,average,fastANI,1869
3300055491_9.fna,3300055491_9,1869_1,0.050000000000000044,average,fastANI,1869
3300055504_11.fna,3300055504_11,1869_1,0.050000000000000044,average,fastANI,1869
3300055511_9.fna,3300055511_9,1869_1,0.050000000000000044,average,fastANI,1869
3300055512_7.fna,3300055512_7,1869_1,0.050000000000000044,average,fastANI,1869
3300055515_14.fna,3300055515_14,1869_1,0.050000000000000044,average,fastANI,1869
3300056674_317.fna,3300056674_317,1869_1,0.050000000000000044,average,fastANI,1869
3300056675_51.fna,3300056675_51,1869_1,0.050000000000000044,average,fastANI,1869
3300056684_30.fna,3300056684_30,1869_1,0.050000000000000044,average,fastANI,1869
3300056698_35.fna,3300056698_35,1869_1,0.050000000000000044,average,fastANI,1869
3300056726_10.fna,3300056726_10,1869_1,0.050000000000000044,average,fastANI,1869
3300056749_226.fna,3300056749_226,1869_1,0.050000000000000044,average,fastANI,1869
3300056750_265.fna,3300056750_265,1869_1,0.050000000000000044,average,fastANI,1869
3300056752_198.fna,3300056752_198,1869_1,0.050000000000000044,average,fastANI,1869
3300056753_6.fna,3300056753_6,1869_1,0.050000000000000044,average,fastANI,1869
3300056799_37.fna,3300056799_37,1869_1,0.050000000000000044,average,fastANI,1869
3300056977_137.fna,3300056977_137,1869_1,0.050000000000000044,average,fastANI,1869
3300063117_12.fna,3300063117_12,1869_1,0.050000000000000044,average,fastANI,1869
3300063172_252.fna,3300063172_252,1869_1,0.050000000000000044,average,fastANI,1869
3300064096_168.fna,3300064096_168,1869_1,0.050000000000000044,average,fastANI,1869
3300065078_172.fna,3300065078_172,1869_1,0.050000000000000044,average,fastANI,1869
3300056751_176.fna,3300056751_176,1870_0,0.050000000000000044,average,fastANI,1870
3300050139_32.fna,3300050139_32,1871_0,0.050000000000000044,average,fastANI,1871
3300050139_8.fna,3300050139_8,1872_0,0.050000000000000044,average,fastANI,1872
3300056676_125.fna,3300056676_125,1873_0,0.050000000000000044,average,fastANI,1873
3300031673_35.fna,3300031673_35,1874_0,0.050000000000000044,average,fastANI,1874
3300032157_14.fna,3300032157_14,1875_0,0.050000000000000044,average,fastANI,1875
3300048890_23.fna,3300048890_23,1876_0,0.050000000000000044,average,fastANI,1876
3300064043_37.fna,3300064043_37,1877_0,0.050000000000000044,average,fastANI,1877
3300078359_104.fna,3300078359_104,1878_0,0.050000000000000044,average,fastANI,1878
3300057010_58.fna,3300057010_58,1879_0,0.050000000000000044,average,fastANI,1879
3300057013_159.fna,3300057013_159,1880_0,0.050000000000000044,average,fastANI,1880
3300042876_72.fna,3300042876_72,1881_1,0.050000000000000044,average,fastANI,1881
3300044712_56.fna,3300044712_56,1881_1,0.050000000000000044,average,fastANI,1881
3300064042_5.fna,3300064042_5,1882_0,0.050000000000000044,average,fastANI,1882
3300036852_17.fna,3300036852_17,1883_1,0.050000000000000044,average,fastANI,1883
3300036859_25.fna,3300036859_25,1883_1,0.050000000000000044,average,fastANI,1883
3300020215_19.fna,3300020215_19,1884_1,0.050000000000000044,average,fastANI,1884
3300021061_7.fna,3300021061_7,1884_1,0.050000000000000044,average,fastANI,1884
3300059325_68.fna,3300059325_68,1885_0,0.050000000000000044,average,fastANI,1885
3300049744_30.fna,3300049744_30,1886_0,0.050000000000000044,average,fastANI,1886
3300056906_8.fna,3300056906_8,1887_0,0.050000000000000044,average,fastANI,1887
3300056902_130.fna,3300056902_130,1888_1,0.050000000000000044,average,fastANI,1888
3300057055_141.fna,3300057055_141,1888_2,0.050000000000000044,average,fastANI,1888
3300057029_142.fna,3300057029_142,1888_3,0.050000000000000044,average,fastANI,1888
3300055047_99.fna,3300055047_99,1889_1,0.050000000000000044,average,fastANI,1889
3300055072_96.fna,3300055072_96,1889_1,0.050000000000000044,average,fastANI,1889
3300056877_42.fna,3300056877_42,1890_1,0.050000000000000044,average,fastANI,1890
3300056879_59.fna,3300056879_59,1890_1,0.050000000000000044,average,fastANI,1890
3300056896_56.fna,3300056896_56,1890_1,0.050000000000000044,average,fastANI,1890
3300056877_81.fna,3300056877_81,1891_1,0.050000000000000044,average,fastANI,1891
3300056917_2.fna,3300056917_2,1891_1,0.050000000000000044,average,fastANI,1891
3300056867_15.fna,3300056867_15,1892_1,0.050000000000000044,average,fastANI,1892
3300056996_143.fna,3300056996_143,1892_1,0.050000000000000044,average,fastANI,1892
3300081965_195.fna,3300081965_195,1892_2,0.050000000000000044,average,fastANI,1892
3300057004_119.fna,3300057004_119,1893_1,0.050000000000000044,average,fastANI,1893
3300057030_66.fna,3300057030_66,1893_1,0.050000000000000044,average,fastANI,1893
3300056884_95.fna,3300056884_95,1894_0,0.050000000000000044,average,fastANI,1894
3300056906_3.fna,3300056906_3,1895_0,0.050000000000000044,average,fastANI,1895
3300056902_28.fna,3300056902_28,1896_1,0.050000000000000044,average,fastANI,1896
3300056905_177.fna,3300056905_177,1896_1,0.050000000000000044,average,fastANI,1896
3300057014_16.fna,3300057014_16,1896_1,0.050000000000000044,average,fastANI,1896
3300056883_71.fna,3300056883_71,1897_1,0.050000000000000044,average,fastANI,1897
3300057011_56.fna,3300057011_56,1897_1,0.050000000000000044,average,fastANI,1897
3300057017_92.fna,3300057017_92,1897_1,0.050000000000000044,average,fastANI,1897
3300057053_37.fna,3300057053_37,1897_1,0.050000000000000044,average,fastANI,1897
3300057057_68.fna,3300057057_68,1897_1,0.050000000000000044,average,fastANI,1897
3300056902_97.fna,3300056902_97,1897_2,0.050000000000000044,average,fastANI,1897
3300057029_148.fna,3300057029_148,1898_0,0.050000000000000044,average,fastANI,1898
3300056886_33.fna,3300056886_33,1899_1,0.050000000000000044,average,fastANI,1899
3300056900_28.fna,3300056900_28,1899_1,0.050000000000000044,average,fastANI,1899
3300057015_51.fna,3300057015_51,1899_1,0.050000000000000044,average,fastANI,1899
3300057027_76.fna,3300057027_76,1899_1,0.050000000000000044,average,fastANI,1899
3300057045_107.fna,3300057045_107,1899_1,0.050000000000000044,average,fastANI,1899
3300059599_5.fna,3300059599_5,1899_1,0.050000000000000044,average,fastANI,1899
3300056905_195.fna,3300056905_195,1900_0,0.050000000000000044,average,fastANI,1900
3300056905_91.fna,3300056905_91,1901_0,0.050000000000000044,average,fastANI,1901
3300056883_52.fna,3300056883_52,1902_1,0.050000000000000044,average,fastANI,1902
3300056903_93.fna,3300056903_93,1902_1,0.050000000000000044,average,fastANI,1902
3300057055_97.fna,3300057055_97,1902_1,0.050000000000000044,average,fastANI,1902
3300057029_48.fna,3300057029_48,1902_2,0.050000000000000044,average,fastANI,1902
3300056904_90.fna,3300056904_90,1903_1,0.050000000000000044,average,fastANI,1903
3300057034_81.fna,3300057034_81,1903_2,0.050000000000000044,average,fastANI,1903
3300057010_8.fna,3300057010_8,1904_0,0.050000000000000044,average,fastANI,1904
3300056906_11.fna,3300056906_11,1905_1,0.050000000000000044,average,fastANI,1905
3300056997_91.fna,3300056997_91,1905_1,0.050000000000000044,average,fastANI,1905
3300056885_86.fna,3300056885_86,1906_0,0.050000000000000044,average,fastANI,1906
3300056877_36.fna,3300056877_36,1907_1,0.050000000000000044,average,fastANI,1907
3300056879_129.fna,3300056879_129,1907_1,0.050000000000000044,average,fastANI,1907
3300056896_64.fna,3300056896_64,1907_1,0.050000000000000044,average,fastANI,1907
3300057030_65.fna,3300057030_65,1907_1,0.050000000000000044,average,fastANI,1907
3300056883_101.fna,3300056883_101,1908_1,0.050000000000000044,average,fastANI,1908
3300057010_116.fna,3300057010_116,1908_1,0.050000000000000044,average,fastANI,1908
3300057011_29.fna,3300057011_29,1908_1,0.050000000000000044,average,fastANI,1908
3300057016_47.fna,3300057016_47,1908_2,0.050000000000000044,average,fastANI,1908
3300057030_157.fna,3300057030_157,1908_2,0.050000000000000044,average,fastANI,1908
3300056889_112.fna,3300056889_112,1909_0,0.050000000000000044,average,fastANI,1909
3300056906_83.fna,3300056906_83,1910_0,0.050000000000000044,average,fastANI,1910
3300082317_9.fna,3300082317_9,1911_0,0.050000000000000044,average,fastANI,1911
3300056904_29.fna,3300056904_29,1912_0,0.050000000000000044,average,fastANI,1912
3300057055_20.fna,3300057055_20,1913_0,0.050000000000000044,average,fastANI,1913
3300056897_153.fna,3300056897_153,1914_1,0.050000000000000044,average,fastANI,1914
3300057013_10.fna,3300057013_10,1914_1,0.050000000000000044,average,fastANI,1914
3300057010_89.fna,3300057010_89,1914_2,0.050000000000000044,average,fastANI,1914
3300057044_117.fna,3300057044_117,1914_3,0.050000000000000044,average,fastANI,1914
3300057030_34.fna,3300057030_34,1915_1,0.050000000000000044,average,fastANI,1915
3300057040_20.fna,3300057040_20,1915_1,0.050000000000000044,average,fastANI,1915
3300057010_117.fna,3300057010_117,1915_2,0.050000000000000044,average,fastANI,1915
3300057029_98.fna,3300057029_98,1915_2,0.050000000000000044,average,fastANI,1915
3300057034_134.fna,3300057034_134,1915_2,0.050000000000000044,average,fastANI,1915
3300057013_74.fna,3300057013_74,1916_0,0.050000000000000044,average,fastANI,1916
