# BUSCO version is: 6.0.0 
# The lineage dataset is: drosophila_odb12 (Creation date: 2025-07-01, number of genomes: 32, number of BUSCOs: 9348)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5967at7215	Complete	X	17844619	17843422	-	792.6	352	https://www.orthodb.org/?query=5967at7215	replication factor C subunit 2
5994at7215	Complete	2L	15760568	15757098	-	2238.4	946	https://www.orthodb.org/?query=5994at7215	neuroligin-like protein glit-1
5996at7215	Complete	3L	19649760	19647396	-	962.6	431	https://www.orthodb.org/?query=5996at7215	ornithine aminotransferase, mitochondrial
5999at7215	Complete	2R	8458823	8460844	+	1337.8	577	https://www.orthodb.org/?query=5999at7215	maltase A3
6004at7215	Complete	3R	13282401	13283950	+	882.0	402	https://www.orthodb.org/?query=6004at7215	acyl-CoA Delta12-desaturase
6010at7215	Complete	2L	17481333	17481783	+	269.6	123	https://www.orthodb.org/?query=6010at7215	Ragulator complex protein LAMTOR3
6028at7215	Complete	2L	132482	133679	+	911.6	395	https://www.orthodb.org/?query=6028at7215	Glutamine synthetase, N-terminal domain
6030at7215	Complete	X	22449235	22447928	-	617.4	300	https://www.orthodb.org/?query=6030at7215	uncharacterized protein, isoform A
6035at7215	Complete	2R	9396155	9395398	-	419.1	185	https://www.orthodb.org/?query=6035at7215	dynein light chain 1, axonemal
6041at7215	Complete	3R	15219410	15221952	+	1913.3	804	https://www.orthodb.org/?query=6041at7215	small G protein signaling modulator 3 homolog
6053at7215	Complete	3L	15983376	15984178	+	416.3	178	https://www.orthodb.org/?query=6053at7215	ADP-ribosylation factor-like protein 1
6058at7215	Complete	3L	1494890	1491756	-	1829.6	788	https://www.orthodb.org/?query=6058at7215	protein zer-1 homolog isoform X1
6074at7215	Complete	3L	20349120	20353551	+	997.1	419	https://www.orthodb.org/?query=6074at7215	Eukaryotic release factor 1
6080at7215	Complete	2R	6923233	6924664	+	663.3	305	https://www.orthodb.org/?query=6080at7215	deoxyribonuclease TATDN1
6093at7215	Complete	2L	20100946	20102513	+	649.3	293	https://www.orthodb.org/?query=6093at7215	plasmanylethanolamine desaturase
6095at7215	Complete	2L	4228024	4228408	+	299.0	128	https://www.orthodb.org/?query=6095at7215	Large ribosomal subunit protein eL40 domain
6109at7215	Complete	2L	15852748	15853963	+	894.0	403	https://www.orthodb.org/?query=6109at7215	uncharacterized protein, isoform A
6111at7215	Complete	X	5762659	5760718	-	809.8	353	https://www.orthodb.org/?query=6111at7215	MAP kinase-activated protein kinase 2
6114at7215	Complete	3L	23210920	23283927	+	1216.8	535	https://www.orthodb.org/?query=6114at7215	acetylcholine receptor subunit alpha-like
6121at7215	Complete	3L	9695232	9684368	-	902.7	387	https://www.orthodb.org/?query=6121at7215	ribose-phosphate pyrophosphokinase 2 isoform X2
6138at7215	Complete	3R	13052408	13056428	+	2683.6	1140	https://www.orthodb.org/?query=6138at7215	DNA damage-binding protein 1
6146at7215	Complete	3R	23959028	23962092	+	356.3	156	https://www.orthodb.org/?query=6146at7215	AP-1 complex subunit sigma-2
6159at7215	Complete	2L	7999112	7999547	+	250.1	117	https://www.orthodb.org/?query=6159at7215	succinate dehydrogenase assembly factor 4, mitochondrial
6180at7215	Complete	2L	7388103	7384889	-	1009.3	446	https://www.orthodb.org/?query=6180at7215	Carbohydrate kinase FGGY, C-terminal
6188at7215	Complete	2L	19132478	19133021	+	396.9	181	https://www.orthodb.org/?query=6188at7215	dynactin subunit 6
6194at7215	Complete	X	13128298	13123475	-	346.5	159	https://www.orthodb.org/?query=6194at7215	type-1 angiotensin II receptor-associated protein
6197at7215	Complete	2L	10506014	10492333	-	2312.6	1007	https://www.orthodb.org/?query=6197at7215	unconventional myosin ID
6206at7215	Complete	3R	22390041	22392080	+	533.2	264	https://www.orthodb.org/?query=6206at7215	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
6209at7215	Complete	2R	17781493	17781198	-	181.9	78	https://www.orthodb.org/?query=6209at7215	anaphase-promoting complex subunit 13
6212at7215	Complete	3R	21111815	21115381	+	493.7	210	https://www.orthodb.org/?query=6212at7215	ras-related protein Rab-11A
6215at7215	Complete	2L	12008448	12009702	+	874.8	382	https://www.orthodb.org/?query=6215at7215	opsin Rh5
6218at7215	Complete	3R	4266973	4268210	+	775.7	380	https://www.orthodb.org/?query=6218at7215	uncharacterized protein LOC122621341 isoform X1
6243at7215	Complete	3R	11819711	11820158	+	315.4	148	https://www.orthodb.org/?query=6243at7215	cytochrome c oxidase subunit 5A, mitochondrial
6252at7215	Complete	2L	7790078	7786902	-	906.1	400	https://www.orthodb.org/?query=6252at7215	ethanolaminephosphotransferase 1
6255at7215	Complete	3L	13017762	13017195	-	336.2	150	https://www.orthodb.org/?query=6255at7215	mitochondrial ribosomal protein L20
6262at7215	Complete	3R	29041271	29046221	+	1747.9	729	https://www.orthodb.org/?query=6262at7215	protein kinase C isoform X2
6263at7215	Complete	2R	18826044	18822584	-	1452.7	604	https://www.orthodb.org/?query=6263at7215	kelch-like protein 17
6265at7215	Complete	2R	13485284	13483789	-	965.9	421	https://www.orthodb.org/?query=6265at7215	protein CLP1 homolog
6281at7215	Complete	3L	6914689	6912102	-	1249.7	528	https://www.orthodb.org/?query=6281at7215	amidophosphoribosyltransferase
6284at7215	Complete	3L	21216721	21216131	-	257.1	123	https://www.orthodb.org/?query=6284at7215	multifunctional methyltransferase subunit TRM112-like protein
6285at7215	Complete	2R	19491736	19487159	-	3220.4	1366	https://www.orthodb.org/?query=6285at7215	WD repeat-containing protein 19
6296at7215	Complete	2R	19503187	19504000	+	598.4	269	https://www.orthodb.org/?query=6296at7215	thioredoxin-related transmembrane protein 2 homolog
6312at7215	Complete	2R	16960095	16959066	-	728.3	340	https://www.orthodb.org/?query=6312at7215	glyceraldehyde-3-phosphate dehydrogenase
6320at7215	Complete	2R	6017832	6020012	+	1302.2	626	https://www.orthodb.org/?query=6320at7215	peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase
6334at7215	Complete	3L	22736788	22733456	-	1096.5	487	https://www.orthodb.org/?query=6334at7215	alanine--glyoxylate aminotransferase 2, mitochondrial
6340at7215	Complete	X	13296547	13294973	-	588.9	264	https://www.orthodb.org/?query=6340at7215	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1
6343at7215	Complete	3R	25221701	25223737	+	1419.5	627	https://www.orthodb.org/?query=6343at7215	ALG9, alpha-1,2-mannosyltransferase
6344at7215	Complete	2L	5708448	5713550	+	961.9	405	https://www.orthodb.org/?query=6344at7215	cyclin-dependent kinase-like 1
6360at7215	Complete	2L	17484577	17485499	+	592.4	263	https://www.orthodb.org/?query=6360at7215	mitochondrial inner membrane protease ATP23 homolog
6373at7215	Complete	2R	12694582	12691540	-	619.6	294	https://www.orthodb.org/?query=6373at7215	epimerase family protein SDR39U1
6378at7215	Complete	2L	11091566	11094834	+	2187.9	959	https://www.orthodb.org/?query=6378at7215	GATOR complex protein Wdr59
6381at7215	Complete	3R	20897136	20896452	-	527.2	228	https://www.orthodb.org/?query=6381at7215	BTB/POZ domain-containing protein KCTD12
6385at7215	Complete	3L	12493275	12492145	-	753.0	332	https://www.orthodb.org/?query=6385at7215	CRAL-TRIO lipid binding domain
6387at7215	Complete	2R	9865509	9864592	-	490.2	235	https://www.orthodb.org/?query=6387at7215	protein crossbronx
6402at7215	Complete	3L	20819034	20834083	+	795.2	348	https://www.orthodb.org/?query=6402at7215	cAMP-dependent protein kinase regulatory subunit
6419at7215	Complete	2L	19074042	19071194	-	839.4	375	https://www.orthodb.org/?query=6419at7215	chymotrypsin-like protease CTRL-1
6422at7215	Complete	2L	5059550	5058517	-	741.8	308	https://www.orthodb.org/?query=6422at7215	26S proteasome non-ATPase regulatory subunit 14
6430at7215	Complete	3R	5624499	5625866	+	458.9	199	https://www.orthodb.org/?query=6430at7215	60S ribosomal protein L13a
6431at7215	Complete	2L	5520184	5521286	+	284.7	126	https://www.orthodb.org/?query=6431at7215	thioredoxin domain-containing protein 17
6439at7215	Complete	3L	6705482	6708941	+	478.6	206	https://www.orthodb.org/?query=6439at7215	ras-related and estrogen-regulated growth inhibitor
6440at7215	Complete	2R	24045185	24044606	-	342.5	147	https://www.orthodb.org/?query=6440at7215	Large ribosomal subunit protein eL38
6441at7215	Complete	2R	20614694	20607419	-	1989.9	817	https://www.orthodb.org/?query=6441at7215	hillarin
6447at7215	Complete	3R	19861642	19862392	+	552.2	247	https://www.orthodb.org/?query=6447at7215	mitochondrial rRNA methyltransferase 2
6450at7215	Complete	3R	24220350	24198438	-	1319.6	551	https://www.orthodb.org/?query=6450at7215	CCR4-NOT transcription complex subunit 6-like
6505at7215	Complete	3L	1618102	1617426	-	437.0	195	https://www.orthodb.org/?query=6505at7215	Neurotransmitter-gated ion-channel ligand-binding domain
6509at7215	Complete	3L	20439557	20438228	-	886.6	379	https://www.orthodb.org/?query=6509at7215	4-hydroxyphenylpyruvate dioxygenase
6511at7215	Complete	2L	9790969	9791941	+	647.7	304	https://www.orthodb.org/?query=6511at7215	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
6513at7215	Complete	3R	4437107	4436405	-	429.1	225	https://www.orthodb.org/?query=6513at7215	Octanoyltransferase
6515at7215	Complete	X	16640337	16639982	-	163.5	66	https://www.orthodb.org/?query=6515at7215	Small nuclear ribonucleoprotein G
6528at7215	Complete	3R	31745955	31745260	-	383.7	168	https://www.orthodb.org/?query=6528at7215	nucleoside diphosphate kinase
6538at7215	Complete	2R	23523270	23520360	-	567.8	259	https://www.orthodb.org/?query=6538at7215	ras-related protein RABF2a
6544at7215	Complete	3R	24295626	24313876	+	4879.4	2163	https://www.orthodb.org/?query=6544at7215	protein crumbs
6549at7215	Complete	2L	8217899	8216976	-	576.5	287	https://www.orthodb.org/?query=6549at7215	uncharacterized protein LOC108149496
6559at7215	Complete	2R	19444216	19444993	+	424.4	200	https://www.orthodb.org/?query=6559at7215	ADP-ribosylation factor-like protein 6
6565at7215	Complete	3R	16067512	16060689	-	4095.8	1721	https://www.orthodb.org/?query=6565at7215	NACHT and WD repeat domain-containing protein 2
6566at7215	Complete	3R	24116076	24114438	-	1230.2	546	https://www.orthodb.org/?query=6566at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108015768
6570at7215	Complete	2L	16365918	16366873	+	628.5	297	https://www.orthodb.org/?query=6570at7215	juvenile hormone acid O-methyltransferase
6580at7215	Complete	3R	5794222	5793400	-	445.8	233	https://www.orthodb.org/?query=6580at7215	uncharacterized protein LOC108601786
6586at7215	Complete	2L	8072970	8073713	+	474.9	216	https://www.orthodb.org/?query=6586at7215	TATA-box binding protein
6594at7215	Complete	3R	13246132	13229660	-	1534.7	650	https://www.orthodb.org/?query=6594at7215	acetylcholinesterase
6612at7215	Complete	2R	4470882	4322535	-	1619.0	696	https://www.orthodb.org/?query=6612at7215	G protein-coupled receptor kinase 1
6614at7215	Complete	X	16325933	16328050	+	1519.0	667	https://www.orthodb.org/?query=6614at7215	calpain C
6621at7215	Complete	3R	20830446	20825142	-	1041.0	446	https://www.orthodb.org/?query=6621at7215	adenylosuccinate synthetase
6631at7215	Complete	2L	5052735	5051315	-	785.5	334	https://www.orthodb.org/?query=6631at7215	eukaryotic translation initiation factor 3 subunit H
6644at7215	Complete	3R	22424690	22423598	-	581.0	272	https://www.orthodb.org/?query=6644at7215	retinol-binding protein pinta
6656at7215	Complete	2R	10875371	10874977	-	232.8	113	https://www.orthodb.org/?query=6656at7215	5-hydroxyisourate hydrolase
6664at7215	Complete	2R	10898964	10898334	-	496.2	210	https://www.orthodb.org/?query=6664at7215	RNA polymerase, Rpb5, N-terminal
6668at7215	Complete	3R	30462840	30465558	+	1654.3	703	https://www.orthodb.org/?query=6668at7215	neutral ceramidase
6675at7215	Complete	2L	15679240	15647837	-	3022.3	1271	https://www.orthodb.org/?query=6675at7215	voltage-dependent calcium channel subunit alpha-2/delta-3
6685at7215	Complete	2L	13106884	13109406	+	1496.1	653	https://www.orthodb.org/?query=6685at7215	tetratricopeptide repeat protein 30 homolog
6688at7215	Complete	3L	16659411	16650077	-	737.1	316	https://www.orthodb.org/?query=6688at7215	elongation of very long chain fatty acids protein 6
6699at7215	Complete	3L	11626479	11627664	+	878.1	394	https://www.orthodb.org/?query=6699at7215	PCI domain-containing protein 2
6701at7215	Complete	2R	14942951	14944330	+	514.4	227	https://www.orthodb.org/?query=6701at7215	fas apoptotic inhibitory molecule 1
6714at7215	Complete	2R	23884312	23883289	-	456.7	220	https://www.orthodb.org/?query=6714at7215	ALX homeobox protein 1
6734at7215	Complete	X	2035068	2025543	-	2202.0	917	https://www.orthodb.org/?query=6734at7215	alpha-actinin, sarcomeric isoform X1
6744at7215	Complete	3L	176203	175195	-	691.1	337	https://www.orthodb.org/?query=6744at7215	formylglycine-generating enzyme
6751at7215	Complete	2R	22882599	22881509	-	427.8	202	https://www.orthodb.org/?query=6751at7215	ER membrane protein complex subunit 8/9
6756at7215	Complete	3R	17627126	17629009	+	1027.2	460	https://www.orthodb.org/?query=6756at7215	LOW QUALITY PROTEIN: dynein regulatory complex subunit 5
6766at7215	Complete	2R	5757763	5758004	+	125.9	51	https://www.orthodb.org/?query=6766at7215	uncharacterized protein LOC108006932
6782at7215	Complete	2R	23878892	23880664	+	690.2	286	https://www.orthodb.org/?query=6782at7215	23 kDa integral membrane protein
6788at7215	Complete	2L	8212709	8212121	-	374.2	183	https://www.orthodb.org/?query=6788at7215	transmembrane protein 222
6791at7215	Complete	3R	13705327	13703115	-	1135.8	495	https://www.orthodb.org/?query=6791at7215	adenosine deaminase 2
6793at7215	Complete	2R	13230649	13231646	+	574.6	303	https://www.orthodb.org/?query=6793at7215	transmembrane protein 183
6800at7215	Complete	2L	18696141	18697882	+	942.8	413	https://www.orthodb.org/?query=6800at7215	RUS family member 1
6801at7215	Complete	3L	18922092	18920566	-	898.0	413	https://www.orthodb.org/?query=6801at7215	DNA/RNA non-specific endonuclease
6831at7215	Complete	2L	1204315	1204972	+	298.1	139	https://www.orthodb.org/?query=6831at7215	uncharacterized protein LOC128263092
6867at7215	Complete	3L	177837	176692	-	780.2	342	https://www.orthodb.org/?query=6867at7215	arrestin domain-containing protein 4
6872at7215	Complete	2R	8173387	8172497	-	280.6	149	https://www.orthodb.org/?query=6872at7215	succinate dehydrogenase assembly factor 2, mitochondrial
6878at7215	Complete	3L	3052673	3054813	+	1155.1	538	https://www.orthodb.org/?query=6878at7215	putative glycerol kinase 5
6880at7215	Complete	3R	29671715	29672209	+	290.4	141	https://www.orthodb.org/?query=6880at7215	Odorant-binding protein 99a
6884at7215	Complete	3L	5665970	5667917	+	140.9	54	https://www.orthodb.org/?query=6884at7215	uncharacterized protein LOC122320964
6899at7215	Complete	3R	26989786	26989037	-	379.4	182	https://www.orthodb.org/?query=6899at7215	leucine-rich melanocyte differentiation-associated protein
6906at7215	Complete	2L	18518180	18531656	+	3283.7	1384	https://www.orthodb.org/?query=6906at7215	uncharacterized protein, isoform A
6912at7215	Complete	3R	13030981	13031446	+	238.6	109	https://www.orthodb.org/?query=6912at7215	cytochrome c oxidase assembly protein COX20, mitochondrial
6917at7215	Complete	3L	338572	334660	-	1157.4	590	https://www.orthodb.org/?query=6917at7215	G-protein coupled receptor Mth2
6922at7215	Complete	3R	25346886	25344858	-	1452.4	657	https://www.orthodb.org/?query=6922at7215	myogenesis-regulating glycosidase
6937at7215	Complete	3R	21223533	21222859	-	431.2	204	https://www.orthodb.org/?query=6937at7215	Methyltransferase small domain
6941at7215	Complete	2R	11229982	11227025	-	1399.5	595	https://www.orthodb.org/?query=6941at7215	MAGUK p55 subfamily member 7
6944at7215	Complete	2R	13160288	13162647	+	1645.6	726	https://www.orthodb.org/?query=6944at7215	tyrosine-protein kinase transmembrane receptor Ror2
6950at7215	Complete	X	15703621	15702006	-	498.5	217	https://www.orthodb.org/?query=6950at7215	CDP-alcohol phosphatidyltransferase
6961at7215	Complete	3R	24337033	24340064	+	1538.8	677	https://www.orthodb.org/?query=6961at7215	acyl-CoA synthetase short-chain family member 3, mitochondrial
6972at7215	Complete	2L	10356830	10357782	+	544.7	248	https://www.orthodb.org/?query=6972at7215	Asparagine synthase, glutamine-hydrolyzing
6977at7215	Complete	3L	1889806	1891067	+	627.8	265	https://www.orthodb.org/?query=6977at7215	lipoma HMGIC fusion partner-like 3 protein
6979at7215	Complete	2L	6480108	6477636	-	1064.6	452	https://www.orthodb.org/?query=6979at7215	Translocon Sec61/SecY, plug domain
6985at7215	Complete	3L	4292153	4291516	-	267.5	126	https://www.orthodb.org/?query=6985at7215	transmembrane protein 50A
6988at7215	Complete	2R	24028740	24028017	-	188.0	76	https://www.orthodb.org/?query=6988at7215	probable protein BRICK1-B
7001at7215	Complete	3L	20302021	20297462	-	3066.7	1333	https://www.orthodb.org/?query=7001at7215	tectonin beta-propeller repeat-containing protein
7017at7215	Complete	X	5308894	5307764	-	785.7	352	https://www.orthodb.org/?query=7017at7215	cyclin-dependent kinase 7
7025at7215	Complete	2R	16182052	16183673	+	990.3	411	https://www.orthodb.org/?query=7025at7215	Zinc finger, RING-type
7030at7215	Complete	X	16073082	16070722	-	617.5	268	https://www.orthodb.org/?query=7030at7215	protein NipSnap
7048at7215	Complete	3L	3857935	3860985	+	646.7	270	https://www.orthodb.org/?query=7048at7215	LIM/homeobox protein Awh
7053at7215	Complete	3L	11695574	11694148	-	1055.8	455	https://www.orthodb.org/?query=7053at7215	Diphthamide synthesis DPH1/DPH2
7055at7215	Complete	X	2009400	2007980	-	750.6	324	https://www.orthodb.org/?query=7055at7215	GPI transamidase
7061at7215	Complete	3L	8248899	8280904	+	4717.7	1933	https://www.orthodb.org/?query=7061at7215	Down syndrome cell adhesion molecule-like protein Dscam2
7070at7215	Complete	3R	6657336	6656524	-	375.1	185	https://www.orthodb.org/?query=7070at7215	Peptidyl-tRNA hydrolase II domain superfamily
7071at7215	Complete	2R	23544098	23544774	+	378.2	176	https://www.orthodb.org/?query=7071at7215	Glutathione S-transferase, C-terminal
7072at7215	Complete	2R	7458737	7455075	-	1290.9	565	https://www.orthodb.org/?query=7072at7215	myo-inositol-1-phosphate synthase
7089at7215	Complete	3L	6258760	6257508	-	787.5	357	https://www.orthodb.org/?query=7089at7215	Lipase
7101at7215	Complete	3R	23946830	23943691	-	1212.1	529	https://www.orthodb.org/?query=7101at7215	putative fatty acyl-CoA reductase CG5065
7113at7215	Complete	2R	13239787	13240760	+	433.5	221	https://www.orthodb.org/?query=7113at7215	glutathione S-transferase E14
7132at7215	Complete	3R	15328045	15325541	-	1482.7	682	https://www.orthodb.org/?query=7132at7215	uncharacterized protein, isoform A
7135at7215	Complete	2L	13779732	13775027	-	697.4	292	https://www.orthodb.org/?query=7135at7215	Zinc finger, RING-type
7137at7215	Complete	2L	20061876	20063972	+	1089.2	477	https://www.orthodb.org/?query=7137at7215	ovarian-specific serine/threonine-protein kinase Lok
7141at7215	Complete	2L	12108844	12108175	-	492.7	208	https://www.orthodb.org/?query=7141at7215	Glutamate synthase, central-N
7149at7215	Complete	3R	18166498	18165568	-	393.5	184	https://www.orthodb.org/?query=7149at7215	peroxiredoxin-5, mitochondrial
7154at7215	Complete	3R	8313337	8314710	+	955.2	399	https://www.orthodb.org/?query=7154at7215	eukaryotic initiation factor 4A-III
7190at7215	Complete	X	6038038	6038954	+	413.7	179	https://www.orthodb.org/?query=7190at7215	malignant T-cell-amplified sequence 1 homolog
7198at7215	Complete	3L	1558831	1559782	+	655.4	300	https://www.orthodb.org/?query=7198at7215	peroxisome biogenesis factor 10
7199at7215	Complete	3L	2266501	2267464	+	615.4	291	https://www.orthodb.org/?query=7199at7215	uncharacterized protein LOC108599334
7207at7215	Complete	3L	13018380	13019472	+	627.4	287	https://www.orthodb.org/?query=7207at7215	protein-S-isoprenylcysteine O-methyltransferase
7215at7215	Complete	2R	14362039	14362618	+	419.6	193	https://www.orthodb.org/?query=7215at7215	activity-regulated cytoskeleton-associated protein
7216at7215	Complete	X	11477592	11482858	+	1315.9	568	https://www.orthodb.org/?query=7216at7215	cytochrome P450 4g15
7219at7215	Complete	3L	21304011	21302607	-	789.5	347	https://www.orthodb.org/?query=7219at7215	probable serine hydrolase
7223at7215	Complete	3R	4447758	4442749	-	901.4	398	https://www.orthodb.org/?query=7223at7215	uncharacterized protein, isoform C
7226at7215	Complete	2R	18615160	18616635	+	486.9	148	https://www.orthodb.org/?query=7226at7215	protein FAM136A
7227at7215	Complete	3R	15897933	15897285	-	331.8	153	https://www.orthodb.org/?query=7227at7215	globin
7239at7215	Complete	2L	21659153	21662817	+	1751.4	753	https://www.orthodb.org/?query=7239at7215	Cullin
7251at7215	Complete	X	21323232	21321324	-	531.3	236	https://www.orthodb.org/?query=7251at7215	dullard, isoform A
7252at7215	Complete	X	11153677	11152968	-	292.8	134	https://www.orthodb.org/?query=7252at7215	uncharacterized protein LOC6551697 isoform X1
7262at7215	Complete	3R	8651116	8651389	+	196.9	88	https://www.orthodb.org/?query=7262at7215	Proliferating cell nuclear antigen, PCNA, C-terminal
7267at7215	Complete	X	3710221	3707377	-	473.3	201	https://www.orthodb.org/?query=7267at7215	ras-related protein Ral-a
7284at7215	Complete	3L	8178327	8176428	-	1055.0	469	https://www.orthodb.org/?query=7284at7215	glycylpeptide N-tetradecanoyltransferase
7286at7215	Complete	2R	17860798	17861510	+	333.0	183	https://www.orthodb.org/?query=7286at7215	MORN repeat-containing protein 3
7295at7215	Complete	3R	16436480	16436079	-	256.3	113	https://www.orthodb.org/?query=7295at7215	mitochondrial ribosomal protein S33
7302at7215	Complete	3R	24524456	24527447	+	547.2	249	https://www.orthodb.org/?query=7302at7215	protein takeout
7303at7215	Complete	3L	3892845	3894255	+	511.8	243	https://www.orthodb.org/?query=7303at7215	uncharacterized protein LOC6624617 isoform X1
7305at7215	Complete	2L	16311100	16312824	+	1197.4	523	https://www.orthodb.org/?query=7305at7215	cell division cycle protein 20 homolog
7310at7215	Complete	X	20257037	20254902	-	805.7	393	https://www.orthodb.org/?query=7310at7215	N-acetylglucosamine-6-phosphate deacetylase
7311at7215	Complete	3R	22461922	22460755	-	904.3	389	https://www.orthodb.org/?query=7311at7215	26S proteasome non-ATPase regulatory subunit 6
7312at7215	Complete	3L	21031409	21030427	-	551.7	273	https://www.orthodb.org/?query=7312at7215	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain
7318at7215	Complete	2L	10413430	10410639	-	1655.7	753	https://www.orthodb.org/?query=7318at7215	prolyl endopeptidase
7322at7215	Complete	3R	12656853	12660493	+	1538.1	700	https://www.orthodb.org/?query=7322at7215	xaa-Pro aminopeptidase 2
7327at7215	Complete	3R	5394308	5396177	+	591.3	249	https://www.orthodb.org/?query=7327at7215	ubiquitin domain-containing protein 1
7335at7215	Complete	2R	24783429	24781802	-	1043.5	464	https://www.orthodb.org/?query=7335at7215	Tyrosine-tRNA ligase
7351at7215	Complete	2L	6621510	6617142	-	816.3	366	https://www.orthodb.org/?query=7351at7215	igLON family member 5
7380at7215	Complete	2R	10735923	10737302	+	438.8	188	https://www.orthodb.org/?query=7380at7215	ubiquitin-conjugating enzyme E2 W
7384at7215	Complete	2R	21171115	21174075	+	1832.3	767	https://www.orthodb.org/?query=7384at7215	general transcription and DNA repair factor IIH helicase subunit XPD
7390at7215	Complete	3R	24037548	24034896	-	1542.3	659	https://www.orthodb.org/?query=7390at7215	Mitochondrial Rho GTPase
7393at7215	Complete	2R	21295522	21294437	-	699.6	336	https://www.orthodb.org/?query=7393at7215	queuosine salvage protein
7416at7215	Complete	3R	30045785	30045315	-	308.9	134	https://www.orthodb.org/?query=7416at7215	Large ribosomal subunit protein eL32
7418at7215	Complete	X	7946676	7941706	-	1428.4	649	https://www.orthodb.org/?query=7418at7215	uncharacterized protein LOC6633805 isoform X1
7423at7215	Complete	3R	8308575	8307505	-	737.0	320	https://www.orthodb.org/?query=7423at7215	WD40 repeat
7427at7215	Complete	X	9158431	9157010	-	1006.0	445	https://www.orthodb.org/?query=7427at7215	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
7428at7215	Complete	2R	19137043	19134217	-	1405.6	631	https://www.orthodb.org/?query=7428at7215	ankyrin repeat domain-containing protein 13D isoform X1
7429at7215	Complete	3R	16478826	16480833	+	1549.0	664	https://www.orthodb.org/?query=7429at7215	LOW QUALITY PROTEIN: soluble guanylate cyclase 89Db
7431at7215	Complete	2R	10645848	10648592	+	1662.9	788	https://www.orthodb.org/?query=7431at7215	elongator complex protein 2
7436at7215	Complete	3R	17136204	17137020	+	551.5	267	https://www.orthodb.org/?query=7436at7215	Peptidase S1, PA clan
7437at7215	Complete	2L	2878137	2877190	-	491.8	222	https://www.orthodb.org/?query=7437at7215	DNA mismatch repair protein Mlh1, C-terminal
7450at7215	Complete	2R	14989443	14987934	-	998.2	440	https://www.orthodb.org/?query=7450at7215	Bacterial surface antigen (D15)
7464at7215	Complete	3R	13362848	13362095	-	548.6	251	https://www.orthodb.org/?query=7464at7215	uncharacterized protein, isoform A
7478at7215	Complete	3R	23992796	23989438	-	1759.4	750	https://www.orthodb.org/?query=7478at7215	protein UBASH3A homolog
7492at7215	Complete	2R	24795458	24794791	-	364.9	194	https://www.orthodb.org/?query=7492at7215	uncharacterized protein LOC108066373
7493at7215	Complete	3R	5654756	5653254	-	414.8	179	https://www.orthodb.org/?query=7493at7215	calcineurin B homologous protein 1
7516at7215	Complete	3R	10224656	10223917	-	363.7	167	https://www.orthodb.org/?query=7516at7215	multiple coagulation factor deficiency protein 2
7517at7215	Complete	2L	10255815	10254834	-	310.8	156	https://www.orthodb.org/?query=7517at7215	FUN14 domain-containing protein 2
7522at7215	Complete	3L	13994351	13996467	+	1280.8	547	https://www.orthodb.org/?query=7522at7215	digestive cysteine proteinase 1
7530at7215	Complete	3L	16301483	16301885	+	216.0	113	https://www.orthodb.org/?query=7530at7215	uncharacterized protein LOC108069978
7548at7215	Complete	2L	1723928	1717105	-	848.1	361	https://www.orthodb.org/?query=7548at7215	Mitochondrial carrier protein
7549at7215	Complete	3R	29033919	29032950	-	673.0	322	https://www.orthodb.org/?query=7549at7215	beta-1,4-N-acetylgalactosaminyltransferase bre-4
7570at7215	Complete	X	7999387	8025846	+	1480.5	636	https://www.orthodb.org/?query=7570at7215	tyramine beta-hydroxylase
7579at7215	Complete	3R	12225089	12224065	-	521.0	265	https://www.orthodb.org/?query=7579at7215	chymotrypsin-1
7580at7215	Complete	2R	11382311	11380841	-	417.8	203	https://www.orthodb.org/?query=7580at7215	superoxide dismutase 
7591at7215	Complete	3R	22771694	22764044	-	1412.7	676	https://www.orthodb.org/?query=7591at7215	phosphate-regulating neutral endopeptidase
7597at7215	Complete	3L	7320132	7321093	+	582.4	274	https://www.orthodb.org/?query=7597at7215	uncharacterized protein F13E9.13, mitochondrial
7613at7215	Complete	3R	9267121	9270085	+	1839.9	833	https://www.orthodb.org/?query=7613at7215	vacuolar protein sorting-associated protein 16 homolog
7622at7215	Complete	2R	12518807	12517406	-	874.5	412	https://www.orthodb.org/?query=7622at7215	uncharacterized protein LOC6530090
7640at7215	Complete	2R	12632156	12629030	-	1928.3	853	https://www.orthodb.org/?query=7640at7215	muskelin
7643at7215	Complete	3R	13700700	13702996	+	1343.9	597	https://www.orthodb.org/?query=7643at7215	carotenoid isomerooxygenase
7644at7215	Complete	2L	6051677	6053255	+	1145.5	485	https://www.orthodb.org/?query=7644at7215	protein RCC2 homolog
7647at7215	Complete	2L	3163919	3168198	+	942.2	397	https://www.orthodb.org/?query=7647at7215	abhydrolase domain-containing protein 2
7648at7215	Complete	3R	19887961	19886547	-	883.0	370	https://www.orthodb.org/?query=7648at7215	neither inactivation nor afterpotential E
