"MAG_ID","IMG.Genome.ID","Bin.Completeness","Bin.Contamination","Average.Coverage","Genome_size_Mbp","Ecosystem","Latitude","Longitude","Source","GTDB.Taxonomy.Lineage"
"3300045884_23",3300045884,89.05,2.44,24.89,3.805873,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045884_17",3300045884,80.62,2.93,13.32,7.477702,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; PMG-095"
"3300045884_48",3300045884,92.67,3.01,19.72,4.154108,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys"
"3300045884_6",3300045884,77.88,2.83,16.84,5.033853,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968"
"3300045884_15",3300045884,75,4.49,55.53,7.136195,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045884_50",3300045884,88.03,2.56,12.64,4.318951,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Mor1; Gp22-AA2; Gp22-AA2"
"3300045884_38",3300045884,82.25,5.52,12.7,3.85038,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39"
"3300045884_37",3300045884,93.3,1.71,27.44,5.053964,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Mor1; Mor1; Mor1"
"3300045884_39",3300045884,78.32,6.09,23.52,5.178037,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; GWA2-73-35; AR37"
"3300045884_4",3300045884,70.8,1.28,12.12,2.201433,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; UBA5794; ZC4RG35"
"3300045885_14",3300045885,94.87,6.7,20.29,7.03158,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Acidobacteriae; 20CM-2-55-15; 20CM-2-55-15"
"3300045885_34",3300045885,83.75,7.94,15.31,7.726633,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; GWA2-73-35"
"3300045885_1",3300045885,97.58,1.88,54.94,5.226982,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300045885_20",3300045885,77.59,3.63,31.02,4.917505,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045885_27",3300045885,81.84,2.85,51.34,6.957807,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045885_7",3300045885,97.7,0,13.76,7.438772,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; SXOA01"
"3300045885_17",3300045885,93.73,5.13,15.27,3.966843,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Mor1; Mor1; Mor1"
"3300045885_32",3300045885,91.4,1.94,21.83,8.257284,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; PMG-095"
"3300045885_8",3300045885,88.27,4.34,17.83,5.934298,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
"3300045885_31",3300045885,97.13,0.57,29.57,3.720269,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045886_13",3300045886,74.79,3.85,38.86,7.073393,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045886_3",3300045886,77.78,3.5,19.64,4.856817,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045886_2",3300045886,88.77,2.44,17.12,3.762632,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045886_4",3300045886,96.55,1.15,14.93,7.529453,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; SXOA01"
"3300045886_17",3300045886,99.85,1.88,34.61,5.293919,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300045886_5",3300045886,74.41,9.19,8.87,6.520202,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; UBA8108; UBA8108; SXIK01"
"3300045886_6",3300045886,79.97,2.74,12.05,6.715414,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; PMG-095"
"3300045910_11",3300045910,90.66,3.45,14.86,3.387172,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045910_33",3300045910,76.69,1.29,45.54,2.960084,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys"
"3300045910_10",3300045910,72.34,2.58,18.42,5.078128,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968"
"3300045910_32",3300045910,75.86,0,32.9,7.171,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045910_19",3300045910,80.34,3.85,11.07,5.969796,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Acidobacteriae; 20CM-2-55-15; 20CM-2-55-15"
"3300045910_1",3300045910,94.13,5.12,15.44,4.496461,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39"
"3300045910_31",3300045910,82.91,3.85,19.02,2.634042,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; UBA5794; ZC4RG35"
"3300045910_20",3300045910,83.81,8.73,21.78,4.850624,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; GWA2-73-35; AR37"
"3300045910_9",3300045910,81.84,1.72,15.59,7.500907,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; PMG-095"
"3300045910_7",3300045910,90.54,4.5,13.95,3.904539,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045910_26",3300045910,88.21,1.3,10.91,4.437841,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Palsa-187"
"3300045910_25",3300045910,91.69,4.27,12.45,4.57077,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Mor1; Mor1; Mor1"
"3300045910_23",3300045910,72.65,7.05,18.91,7.004365,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045920_38",3300045920,79.95,1.13,22.24,7.526292,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; PMG-095"
"3300045920_40",3300045920,95.67,4.53,18.99,4.243935,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045920_3",3300045920,79.68,3.42,47.15,6.938746,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045920_7",3300045920,86.41,2.34,27.67,3.654797,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys"
"3300045920_25",3300045920,86.75,5.98,11.7,6.089143,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Acidobacteriae; 20CM-2-55-15; 20CM-2-55-15"
"3300045920_34",3300045920,97.13,0.57,23.05,3.786282,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045920_16",3300045920,72.98,1.45,18.58,2.19069,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39"
"3300045920_4",3300045920,93.95,2.56,24.05,5.08517,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Mor1; Mor1; Mor1"
"3300045920_22",3300045920,88.03,2.78,22.93,4.099479,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
"3300045920_45",3300045920,72.53,2.56,28.56,4.274028,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045920_17",3300045920,82.28,0,8.67,4.436264,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae"
"3300045920_15",3300045920,86.54,4.38,18.26,6.42209,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; GWA2-73-35"
"3300045920_13",3300045920,92.08,3.47,14.22,4.610496,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; UBA8742"
"3300045920_8",3300045920,85.8,0.57,10.6,6.847767,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; F1-60-MAGs120"
"3300045920_42",3300045920,74.05,1.29,20.68,4.941961,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968"
"3300045920_33",3300045920,92.31,2.56,16.72,4.662086,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Mor1; Gp22-AA2; Gp22-AA2"
"3300045920_10",3300045920,82.53,4.38,25.1,4.974241,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; GWA2-73-35; AR37"
"3300045925_6",3300045925,76.67,3.87,18.4,5.436356,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045925_14",3300045925,82.52,2.26,12.57,7.319039,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; PMG-095"
"3300045925_12",3300045925,96.07,0,14.39,7.58852,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; SXOA01"
"3300045925_3",3300045925,96.84,0.57,15.23,3.677306,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045925_4",3300045925,97.58,1.88,29.17,5.206958,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300045925_8",3300045925,81.26,4.27,39.7,7.121845,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045926_14",3300045926,87.23,5.18,49.99,7.475655,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045926_12",3300045926,83.23,2.04,12.05,2.976672,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045927_1",3300045927,97.44,4.49,129.8,8.226043,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045927_30",3300045927,92.31,4.4,14.96,2.796198,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Eisenbacteria; RBG-16-71-46; SZUA-252; SZUA-252; WS-9"
"3300045927_18",3300045927,96.52,2.27,14.02,6.862232,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; UBA8742"
"3300045927_2",3300045927,70.18,2.22,29.2,2.523628,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39; SCGC-AG-212-J23"
"3300045927_17",3300045927,82.91,3.41,13.15,2.294044,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; UBA10199; UBA10199"
"3300045927_15",3300045927,97.7,0.57,18.48,7.529187,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; SXOA01"
"3300045927_16",3300045927,94.87,4.27,24.07,4.44422,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
"3300045927_22",3300045927,100,5.03,30.9,9.331219,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae"
"3300045927_34",3300045927,83.56,3.78,16.31,1.985483,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; UBA10199; UBA10199"
"3300045928_9",3300045928,95.6,1.1,24.08,3.40405,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Eisenbacteria"
"3300045928_11",3300045928,99.85,1.88,23.41,5.346742,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300045928_7",3300045928,94.51,1.1,22.36,3.284855,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; GWC2-71-9; 20CM-2-65-7"
"3300045928_13",3300045928,86.09,6.91,28.84,7.584962,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045928_16",3300045928,97.8,3.3,15.44,2.956758,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Eisenbacteria; RBG-16-71-46; SZUA-252; SZUA-252; WS-9"
"3300045929_4",3300045929,92.31,3.63,21.23,7.972512,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045929_18",3300045929,77.47,4.4,10.74,2.974146,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Eisenbacteria"
"3300045929_19",3300045929,82.43,2.86,14.26,5.25692,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Ga0077523"
"3300045929_10",3300045929,99.62,2.33,23.59,5.329744,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300045929_5",3300045929,77.98,9.4,10.73,5.604092,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Acidobacteriae; 20CM-2-55-15; 20CM-2-55-15"
"3300045930_15",3300045930,94.31,0.55,9.69,3.758154,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; ARS69; ARS69; ARS69; ARS69"
"3300045930_19",3300045930,93.59,5.34,86.75,7.788078,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045930_10",3300045930,79.35,1.81,10.2,3.638402,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Mor1; Gp22-AA2; AA152; AA152"
"3300045930_6",3300045930,78.85,6.11,12.33,3.309838,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; RPQJ01"
"3300045930_3",3300045930,92.23,5.12,13.6,3.807726,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045930_23",3300045930,72.63,1.93,29.31,2.756482,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys"
"3300045931_8",3300045931,83.05,4.27,61.01,7.367882,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045931_7",3300045931,71.01,2.03,8.9,4.480301,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; AV2"
"3300045931_16",3300045931,91.5,8.07,11.12,6.799059,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968; DP-20"
"3300045931_3",3300045931,73.15,1.49,26.53,2.916655,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys"
"3300045931_6",3300045931,96.04,0.73,9.6,3.657797,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; ARS69; ARS69; ARS69; ARS69"
"3300045932_25",3300045932,85.15,4.62,11.86,2.068124,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; UBA10199; UBA10199"
"3300045932_22",3300045932,71.78,2.31,14.7,2.932359,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Chloroflexota; Ellin6529; CSP1-4; CSP1-4; SPCO01"
"3300045932_21",3300045932,96.53,5.34,118.25,8.122871,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045932_2",3300045932,77.89,2.59,10.53,2.862271,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045932_15",3300045932,96.55,0,12.9,7.383261,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; SXOA01"
"3300045932_14",3300045932,90.6,3.85,42.28,4.200754,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
"3300045932_24",3300045932,89.56,4.4,14.04,2.819261,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Eisenbacteria; RBG-16-71-46; SZUA-252; SZUA-252; WS-9"
"3300045932_9",3300045932,100,4.63,15.81,9.117829,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; Palsa-1400"
"3300045932_4",3300045932,76.11,4.27,13.44,6.335577,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria_A; Fen-336; Fen-336"
"3300045933_6",3300045933,74.93,0.84,10.5,1.884663,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; UBA10199; UBA10199"
"3300045933_4",3300045933,72.89,1.54,15.26,2.260763,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae"
"3300045933_20",3300045933,90.6,4.91,59.16,7.695579,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045933_23",3300045933,92.96,4.2,15.82,5.92342,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-41"
"3300045933_7",3300045933,71.67,7.05,20.22,3.002522,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39; SCGC-AG-212-J23"
"3300045933_11",3300045933,88.85,3.23,12.34,8.409951,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Myxococcota; Polyangia; Palsa-1104; Fen-1088; FEN-1088"
"3300045934_13",3300045934,84.9,1.15,13.39,3.240185,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300045934_8",3300045934,85.29,6.2,14.56,6.540587,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045934_4",3300045934,94.02,4.91,27.55,8.070987,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; Gp6-AA40"
"3300045934_22",3300045934,95.73,4.27,22.27,5.530966,"Environmental; Terrestrial; Soil; Unclassified; Tropical rainforest",32.5788,-110.8509,"Soil","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
