"MAG_ID","IMG.Genome.ID","Bin.Completeness","Bin.Contamination","Average.Coverage","Genome_size_Mbp","Ecosystem.x","Latitude","Longitude","Source","GTDB.Taxonomy.Lineage"
"3300049580_46",3300049580,93.13,3.99,14.36,3.713959,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dokdonella_A; Dokdonella_A fugitiva"
"3300049580_51",3300049580,92.39,3.5,22.1,4.705891,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39; SCGC-AG-212-J23"
"3300049580_57",3300049580,90.48,3.23,85.36,6.137132,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Myxococcota; Polyangia; Palsa-1104; Fen-1088"
"3300049580_78",3300049580,96.7,2.2,24.63,5.717684,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Fibrobacterota; Fibrobacteria; UBA11236; UBA11236"
"3300049580_88",3300049580,85.54,1.99,16.41,4.332377,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Dongiales; Dongiaceae; Dongia"
"3300049580_45",3300049580,93.47,2.27,34.96,5.088555,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Planctomycetota; Phycisphaerae; UBA1161"
"3300049580_105",3300049580,92.14,0.44,15.24,2.803258,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae"
"3300049580_107",3300049580,91.92,1.71,17.39,4.099309,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae"
"3300049580_55",3300049580,84.38,0.43,18.78,2.637735,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1301; UBA1301; UBA6038"
"3300049580_17",3300049580,99.38,0.47,20.12,5.420502,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rhizobacter"
"3300049580_18",3300049580,93.53,0.86,16.62,3.80406,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; Edaphobacter"
"3300049580_39",3300049580,88.11,1.74,13.13,2.39656,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Castellaniella"
"3300049580_98",3300049580,83.59,5.13,15.35,2.28677,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; UBA5794; ZC4RG35"
"3300049580_59",3300049580,72.69,3.23,11.48,4.188964,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968"
"3300049580_74",3300049580,93.53,3.45,28.94,4.288655,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01"
"3300049580_104",3300049580,70.69,2.06,20.17,1.680526,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; Nitrosospira"
"3300049580_90",3300049580,93.77,2.16,16.26,4.604793,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Microlunatus_A"
"3300049580_91",3300049580,96.68,2.48,21.53,4.543323,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300049580_30",3300049580,72.94,0,14.02,0.964608,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; UBA4665"
"3300049580_22",3300049580,82.45,6.04,21.47,3.015155,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
"3300049580_29",3300049580,80.42,0.97,12.73,2.556525,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Archaea; Thermoproteota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300049580_3",3300049580,85.83,3.56,18.01,5.123236,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; GWA2-73-35; AR37"
"3300049580_92",3300049580,79.63,0.86,37.55,2.749431,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales"
"3300049580_60",3300049580,71.13,1.5,115.01,4.25543,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces_B"
"3300049580_94",3300049580,88.91,1.74,11.51,4.951962,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae"
"3300049581_22",3300049581,71.57,3.51,19.05,4.164552,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Dongiales; Dongiaceae; Dongia"
"3300049581_16",3300049581,86.87,4.73,12.76,3.213831,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae"
"3300049581_3",3300049581,73.61,1.85,13.91,0.821626,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; UBA4665"
"3300049581_74",3300049581,95.16,2.58,147.27,6.617379,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Myxococcota; Polyangia; Palsa-1104; Fen-1088"
"3300049581_66",3300049581,90.15,0.86,60.85,4.204277,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01"
"3300049581_141",3300049581,83.91,1.32,19.13,2.722423,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1301; UBA1301; UBA6038"
"3300049581_47",3300049581,84.91,1.49,30.47,3.0837,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dokdonella_A; Dokdonella_A fugitiva"
"3300049581_50",3300049581,99.64,0.47,33.29,5.171673,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rhizobacter"
"3300049581_115",3300049581,81.42,1.64,37.71,4.008288,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Microlunatus_A"
"3300049581_123",3300049581,74.38,0.06,11.26,4.04059,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Bordetella_C"
"3300049581_125",3300049581,71.08,2.51,35.01,6.658517,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae; Actinoallomurus"
"3300049581_44",3300049581,88.01,3.22,26.33,4.053379,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300049581_12",3300049581,91.04,1.64,391.31,5.232056,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces_B"
"3300049581_1",3300049581,76.96,5.18,19.16,3.409574,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; UKL13-2; GR16-43"
"3300049581_139",3300049581,85.62,1.72,16.7,3.429201,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; Edaphobacter"
"3300049581_100",3300049581,81.27,1.7,24.36,2.995113,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Jatrophihabitantaceae; FW021-bin43"
"3300049581_61",3300049581,95.12,1.06,31.83,6.399637,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces_B"
"3300049581_134",3300049581,91.54,6.71,10.81,5.670316,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Myxococcota; Polyangia; Polyangiales"
"3300049581_136",3300049581,87.97,3.1,20.87,2.810032,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales"
"3300049581_81",3300049581,71.36,1.36,9.51,3.203967,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300049581_52",3300049581,87.55,1.52,29.77,2.396808,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Castellaniella"
"3300049581_102",3300049581,72.8,4.7,26.36,3.063209,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; PALSA-555"
"3300049581_137",3300049581,82.25,5.2,17.15,4.39609,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Rhizorhabdus; Rhizorhabdus wittichii"
"3300049581_138",3300049581,88.79,0.43,17.05,3.403932,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; UBP7_A; 4484-113; 4484-113"
"3300049581_90",3300049581,95.03,1.04,12.14,3.240568,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; SWB02"
"3300049581_95",3300049581,98.35,0.79,18.61,5.004883,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Sporichthyales; Sporichthyaceae; Sporichthya"
"3300049581_14",3300049581,70.67,1.14,48.54,2.975739,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales"
"3300049581_143",3300049581,72.41,0,9.82,3.68474,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Nevskiales; Nevskiaceae"
"3300049582_56",3300049582,92.24,2.16,23.77,4.141725,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01"
"3300049582_2",3300049582,92.76,1.72,34.94,2.746985,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales"
"3300049582_57",3300049582,90.68,3.3,13.11,4.738809,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rhizobacter"
"3300049582_55",3300049582,74.98,8.62,16.79,4.508902,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39; SCGC-AG-212-J23"
"3300049582_27",3300049582,85.59,4.69,14.49,1.886977,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Archaea; Thermoproteota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; Nitrosocosmicus"
"3300049582_64",3300049582,70.19,0,92.37,1.898335,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; VAXT01"
"3300049582_28",3300049582,74.19,1.29,11.6,3.901398,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968"
"3300049582_46",3300049582,93.35,1.46,16.28,4.541184,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Microlunatus_A"
"3300049582_31",3300049582,75.62,7.69,10.92,2.898358,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Leifsonia"
"3300049582_65",3300049582,70.87,3.66,13.01,2.088838,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Archaea; Thermoproteota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300049582_3",3300049582,91,0,15.98,3.437894,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Jatrophihabitantaceae; FW021-bin43"
"3300049582_38",3300049582,74.7,2.33,14.19,3.547512,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium"
"3300049582_25",3300049582,74.86,0.87,22.49,2.450201,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1301; UBA1301; UBA6038"
"3300049582_36",3300049582,97.56,2.24,10.91,3.95622,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; Hyphomicrobium sp000253295"
"3300049582_66",3300049582,78.51,1.59,103.26,4.038622,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces_B"
"3300049582_49",3300049582,83.31,3.23,10.9,5.723335,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Myxococcota; Polyangia; Palsa-1104; Fen-1088"
"3300049582_33",3300049582,75.46,1.47,21.21,6.001276,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces sp000725625"
"3300049582_34",3300049582,74.68,0,11.98,3.623732,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.40849,-82.168434,"plant-associated","Bacteria; Planctomycetota; Phycisphaerae; Phycisphaerales"
"3300049583_21",3300049583,95.08,4.91,11.56,4.148651,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; UBA7672"
"3300049583_37",3300049583,79.06,3.04,24.37,4.097114,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae"
"3300049583_33",3300049583,76.27,0.8,17.1,2.416636,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1301; UBA1301; UBA6038"
"3300049583_20",3300049583,82.39,8.81,15.22,3.194334,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
"3300049583_45",3300049583,79.1,1.96,25.26,4.983395,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces_B"
"3300049583_4",3300049583,74.62,1.64,21.93,2.278419,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1301; UBA1301; UBA6038"
"3300049583_7",3300049583,85.52,2.35,16.93,2.538209,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rudaea"
"3300049584_29",3300049584,71.53,0.79,11.14,1.688856,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; Nitrosospira"
"3300049584_24",3300049584,94.27,2.58,17.56,5.89561,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Myxococcota; Polyangia; Polyangiales"
"3300049584_46",3300049584,83.61,2.25,20.22,5.180736,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces_B"
"3300049584_35",3300049584,87.99,4.35,17.37,4.887963,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae"
"3300049585_40",3300049585,83.48,4.42,9.7,4.410208,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae"
"3300049585_43",3300049585,84.63,2.69,15.75,4.104439,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Dongiales; Dongiaceae; Dongia"
"3300049585_37",3300049585,99.47,0.76,36.42,4.859028,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; 65-79"
"3300049585_9",3300049585,97.44,1.42,14.83,3.643372,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; UBA8139"
"3300049585_19",3300049585,75.24,1.71,16.44,2.765271,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales"
"3300049585_31",3300049585,84.92,2.5,10.82,4.169467,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Microlunatus_A"
"3300049585_13",3300049585,83.26,2.99,18.92,3.10754,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37"
"3300049585_15",3300049585,75.89,0.55,17.08,3.016249,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; UKL13-2; GR16-43"
"3300049586_47",3300049586,95.73,0.57,26.89,3.601073,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; UBA8139"
"3300049586_37",3300049586,74.29,0,17.54,4.170679,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Dongiales; Dongiaceae; Dongia"
"3300049586_46",3300049586,89.51,4.18,21.79,4.348352,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Microlunatus_A"
"3300049586_34",3300049586,72.22,4.01,17,2.739862,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Palsa-1005; VBCG01"
"3300049586_38",3300049586,75.6,1.78,32.3,2.044421,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rudaea"
"3300049586_25",3300049586,89.33,2.26,33.74,5.800701,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Myxococcota; Polyangia; Palsa-1104; Fen-1088"
"3300049586_84",3300049586,94.88,0.41,49.32,3.962285,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; 65-79"
"3300049586_99",3300049586,90.14,7.38,10.89,3.186054,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae"
"3300049586_63",3300049586,93.47,5.81,24.28,6.713447,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Myxococcota; Polyangia; Palsa-1104; Fen-1088"
"3300049586_69",3300049586,91.31,4.27,23.93,3.10705,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales"
"3300049586_76",3300049586,90.2,0.1,12.23,5.567831,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Planctomycetota; Planctomycetes; Pirellulales; PALSA-1355; LB-PLM-3"
"3300049586_33",3300049586,79.69,7.31,26.82,2.967089,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; PALSA-555"
"3300049586_16",3300049586,87.14,2.42,22.31,3.588592,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; UKL13-2; GR16-43"
"3300049586_83",3300049586,99.06,9.01,21.56,3.591878,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; UBA1301; UBA1301; UBA6038"
"3300049586_14",3300049586,71.45,0,18.97,2.134807,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; UBA4738; UBA4738; HRBIN12"
"3300049587_45",3300049587,93.2,2.91,17.12,1.956135,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Archaea; Thermoproteota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; Nitrosocosmicus"
"3300049587_5",3300049587,86.64,2.47,21.32,5.206273,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Streptomycetales; Streptomycetaceae; Streptomyces_B"
"3300049587_55",3300049587,82.23,3.87,13,5.38033,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968"
"3300049588_31",3300049588,86.27,7.69,15.26,2.536476,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; GWC2-71-9"
"3300049588_29",3300049588,84.6,2.61,16.44,4.970302,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae"
"3300049588_51",3300049588,80.88,4.27,21.6,5.519661,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales"
"3300049588_50",3300049588,70.63,1.15,93.88,1.816155,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; VAXT01"
"3300049588_25",3300049588,87.7,3.96,17.48,3.56303,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Archaea; Thermoproteota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae"
"3300049588_27",3300049588,77.25,0,21.69,1.716679,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Chloroflexota; Ellin6529; QHBO01; QHBO01; CF-167"
"3300049588_28",3300049588,94.49,5.16,20.86,6.472438,"Host-associated; Plants; Roots; Rhizosphere; Soil",29.407926,-82.180036,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968"
