seqname	length	gc
211000022279280	1162	45.0947
211000022279314	1054	36.3378
211000022279319	1297	35.9291
211000022279333	1166	40.8233
211000022279334	2342	40.3074
211000022279335	1218	46.6338
211000022279352	1147	42.1099
211000022279377	1056	33.5227
211000022279382	2836	30.9591
211000022279385	1063	37.7234
211000022279391	1136	32.7465
211000022279392	1356	40.2655
211000022279403	1087	42.2263
211000022279404	1322	39.2587
211000022279410	1169	45.0813
211000022279452	1176	46.2585
211000022279458	1139	44.0737
211000022279459	1075	37.3023
211000022279468	3499	37.4678
211000022279484	1360	40.2206
211000022279485	1330	36.7669
211000022279486	1068	40.6367
211000022279491	1241	43.3521
211000022279492	1042	44.1459
211000022279494	1863	45.4106
211000022279496	1270	46.9291
211000022279511	1158	37.7375
211000022279532	2899	45.9124
211000022279546	1116	41.7563
211000022279550	1333	41.7104
211000022279560	1304	41.7945
211000022279582	1683	42.246
211000022279583	2096	37.4523
211000022279586	1098	33.2423
211000022279589	1012	37.6482
211000022279639	1010	29.3069
211000022279642	3046	46.1589
211000022279646	1010	44.2574
211000022279649	3154	53.012
211000022279661	1090	32.9358
211000022279669	1170	30.8547
211000022279670	1012	45.6522
211000022279677	1053	38.8414
211000022279678	1230	42.439
211000022279679	1171	46.5414
211000022279680	1637	46.0599
211000022279681	11763	10.0145
211000022279688	5520	35
211000022279709	2728	40.7991
211000022279725	1243	41.1102
211000022279755	2694	38.3073
211000022279791	1029	41.2051
211000022279795	1946	35.149
211000022279799	1132	35.689
211000022279800	1131	36.6932
211000022279801	1058	32.3251
211000022279802	1029	44.0233
211000022279813	1111	40.054
211000022279831	1181	48.2642
211000022279835	1283	42.3227
211000022279870	1525	38.9508
211000022279876	1440	41.9444
211000022279901	1144	41.2587
211000022279907	1382	42.8365
211000022279908	1037	39.4407
211000022279910	1122	49.287
211000022279918	1227	44.9063
211000022279932	2206	47.5975
211000022279935	1146	41.0122
211000022279936	1690	44.7337
211000022279937	2063	37.7605
211000022279938	1140	37.5439
211000022279941	1136	49.7359
211000022279950	1429	39.888
211000022279951	3374	38.0261
211000022279963	1456	42.9945
211000022279972	1014	46.0552
211000022279974	1182	37.4788
211000022279986	1163	41.1866
211000022279988	1072	43.0037
211000022279989	1756	44.0205
211000022279995	1141	38.475
211000022279999	1171	47.1392
211000022280024	2232	37.0072
211000022280040	1051	37.393
211000022280044	1341	39.299
211000022280057	1030	38.835
211000022280072	1039	42.1559
211000022280090	1202	44.9251
211000022280116	1383	45.2639
211000022280138	2709	51.7165
211000022280157	1277	37.2749
211000022280187	13079	16.5915
211000022280481	3713	40.6141
211000022280483	3341	37.5337
211000022280494	4197	37.2409
211000022280504	4059	45.7748
211000022280619	3195	44.2879
211000022280686	2922	46.8172
211000022280742	12513	14.9924
211000022280748	5564	42.128
211000022280763	12001	24.7063
mitochondrion_genome	19524	17.7781
211000022278888	2200	60.5909
211000022278889	1262	61.0143
211000022278926	4465	51.1086
211000022279011	2291	35.0502
211000022279095	1189	60.6392
211000022279096	2060	60.7282
211000022279097	1832	61.0808
211000022279116	2529	60.3796
211000022279117	1029	62.1963
211000022279118	2198	55.141
211000022279139	1849	55.4354
211000022279147	5891	57.9868
211000022279148	1146	52.356
211000022279155	1076	61.3383
211000022279156	1227	61.0432
211000022279157	2670	60.6367
211000022279158	1900	61.1579
211000022279159	1747	60.7327
211000022279191	2549	51.1965
211000022279265	3197	37.9731
211000022279308	1019	61.3346
211000022279309	1156	61.5052
211000022279310	2103	62.1018
211000022279370	3622	60.381
211000022279371	1375	59.9273
211000022279372	3913	57.3473
211000022279373	2536	60.7256
211000022279376	2046	56.5982
211000022279389	4436	35.798
211000022279463	4381	61.7439
211000022279480	1208	31.3742
211000022279517	2060	28.4466
211000022279521	2795	60.8587
211000022279522	1445	60.9689
211000022279538	1863	60.8159
211000022279539	6237	39.8429
211000022279540	1487	56.6913
211000022279575	1696	61.1439
211000022279576	1117	62.3993
211000022279578	1083	60.2031
211000022279613	3503	38.4813
211000022279634	5281	39.2918
211000022279645	1227	35.3708
211000022279647	1219	40.6071
211000022279691	1577	60.7483
211000022279692	1286	61.4308
211000022279693	1014	61.144
211000022279694	1391	61.0352
211000022279695	8007	60.7843
211000022279699	1294	59.9691
211000022279700	3157	60.7856
211000022279711	2438	60.5824
211000022279743	3806	60.4572
211000022279744	1133	61.6946
211000022279745	1806	61.9601
211000022279746	2793	61.7257
211000022279849	2510	61.3147
211000022279850	2431	59.3172
211000022279858	1776	60.9797
211000022279866	2470	59.4737
211000022279868	3156	59.981
211000022279869	9341	59.7474
211000022279872	1218	42.9392
211000022279898	2516	59.1812
211000022279948	2796	35.5866
211000022279953	3227	39.2005
211000022279964	2822	59.7803
211000022280008	3209	61.9508
211000022280015	4820	29.9585
211000022280037	2928	61.3046
211000022280046	6062	57.2253
211000022280051	1086	37.1087
211000022280058	2325	60.3441
211000022280070	2108	58.3017
211000022280080	3044	61.5309
211000022280081	1219	62.5103
211000022280093	3009	61.3493
211000022280098	4081	50.3798
211000022280105	3277	60.5737
211000022280126	1225	43.7551
211000022280127	3553	60.3152
211000022280128	4378	59.6848
211000022280131	1586	63.367
211000022280137	2611	33.0908
211000022280149	1048	60.8779
211000022280202	4273	57.641
211000022280214	2794	29.4918
211000022280227	2860	61.1538
211000022280251	2914	40.906
211000022280284	2644	37.8215
211000022280314	1209	31.5964
211000022280446	3970	40.2267
211000022280462	5772	35.0139
211000022280473	4289	39.1233
211000022280490	7314	60.7055
211000022280498	3818	30.1991
211000022280503	4701	61.1572
211000022280508	4182	57.078
211000022280520	2577	61.6608
211000022280524	3268	40.4223
211000022280533	3402	58.8183
211000022280551	3737	59.3792
211000022280560	4135	33.2527
211000022280564	3302	60.7511
211000022280589	4933	60.9568
211000022280621	2216	30.2347
211000022280643	2425	59.5052
211000022280653	4150	53.494
211000022280654	3574	60.9121
211000022280655	5952	40.3394
211000022280688	1153	34.6054
211000022280772	15417	60.8614
211000022280659	14503	44.4667
211000022279579	13416	57.7967
211000022280596	13501	29.2571
211000022279719	13455	20.1709
211000022279098	12368	12.3302
211000022280761	18299	20.4164
211000022280328	14098	37.1329
211000022278031	1021	28.6974
211000022278032	6936	41.1188
211000022278038	1395	39.7133
211000022278047	2020	47.9208
211000022278049	27456	20.5966
211000022278072	1127	46.2289
211000022278074	1003	20.339
211000022278090	1097	40.2917
211000022278091	1185	37.1308
211000022278098	2820	35.6738
211000022278100	3924	38.2773
211000022278106	1058	29.6786
211000022278114	2665	41.0131
211000022278119	1163	21.8401
211000022278120	2008	48.6056
211000022278123	1126	40.5861
211000022278127	1343	36.6344
211000022278132	1714	39.4399
211000022278134	1152	21.7882
211000022278136	1232	40.0974
211000022278137	1004	52.8884
211000022278138	2088	34.2912
211000022278139	1432	28.0028
211000022278140	1132	33.3039
211000022278143	1140	23.6842
211000022278144	1330	36.391
211000022278145	1123	24.1318
211000022278151	1334	24.7376
211000022278152	1006	32.8032
211000022278157	1346	40.3418
211000022278158	1036	34.8456
211000022278166	1178	44.0577
211000022278167	1404	33.9031
211000022278174	1153	40.2428
211000022278176	1571	37.492
211000022278178	2266	19.0644
211000022278179	1001	34.1658
211000022278182	1504	32.5133
211000022278184	1160	45.6897
211000022278185	12681	12.1363
211000022278191	1148	54.7909
211000022278194	1315	31.0266
211000022278195	3806	33.8939
211000022278196	1214	26.6886
211000022278197	1099	33.03
211000022278199	1052	30.9886
211000022278200	1112	31.1151
211000022278202	1184	42.5676
211000022278203	3463	40.0809
211000022278204	1310	22.6718
211000022278206	2090	46.3636
211000022278207	1025	38.1463
211000022278210	1508	18.3024
211000022278211	1956	31.6973
211000022278212	1337	19.6709
211000022278215	8346	35.4781
211000022278216	2076	39.9326
211000022278217	14687	17.5257
211000022278219	3162	35.2941
211000022278220	2330	35.7082
211000022278221	1135	37.6211
211000022278223	1086	37.9374
211000022278240	1045	45.5502
211000022278244	1540	17.2078
211000022278247	1013	24.2843
211000022278248	1114	37.702
211000022278253	1063	20.3198
211000022278254	2006	20.1396
211000022278256	1380	32.1739
211000022278257	1115	31.3004
211000022278258	1013	38.4995
211000022278260	1061	32.5165
211000022278262	1436	31.337
211000022278263	1144	36.2762
211000022278265	1178	49.1511
211000022278267	1163	44.712
211000022278271	1974	42.2492
211000022278272	1010	40.7921
211000022278273	12027	16.4713
211000022278274	1893	38.7216
211000022278276	1063	31.7968
211000022278280	3089	32.2111
211000022278281	1259	21.7633
211000022278282	2511	38.9088
211000022278283	1155	35.5844
211000022278284	2017	45.8602
211000022278285	1107	28.8166
211000022278286	1446	34.4398
211000022278287	1020	54.5098
211000022278290	1195	24.1841
211000022278291	1038	49.0366
211000022278294	1138	55.1845
211000022278295	1154	44.1941
211000022278296	1163	55.804
211000022278301	1078	29.6846
211000022278302	1262	35.7369
211000022278304	1928	40.612
211000022278305	1040	43.1731
211000022278306	1710	45.6725
211000022278311	1071	34.5472
211000022278312	3458	33.69
211000022278313	1162	45.611
211000022278327	2576	31.4829
211000022278328	1123	50.2226
211000022278333	1136	52.9049
211000022278334	1552	52.6418
211000022278335	2390	47.1967
211000022278345	1105	47.9638
211000022278348	1277	35.0039
211000022278349	1088	37.6838
211000022278351	4183	35.5486
211000022278356	1272	46.6981
211000022278357	1051	52.236
211000022278362	1998	34.7848
211000022278366	1416	46.2571
211000022278369	1234	37.1151
211000022278370	1189	12.6997
211000022278371	1078	35.8071
211000022278372	4163	39.2025
211000022278376	1594	40.3388
211000022278377	1025	21.6585
211000022278378	2905	35.6282
211000022278384	1001	48.6513
211000022278385	1062	33.9925
211000022278386	1029	36.7347
211000022278387	2354	43.9252
211000022278388	1732	37.067
211000022278390	11985	10.9387
211000022278392	3650	43.7808
211000022278395	2999	28.8429
211000022278396	3553	29.8902
211000022278398	3100	30.5806
211000022278399	11951	10.9531
211000022278401	1147	29.381
211000022278403	1159	29.9396
211000022278404	2849	35.3457
211000022278406	1926	40.6023
211000022278407	1190	37.9832
211000022278409	1206	33.4163
211000022278410	1050	29.7143
211000022278412	1126	28.1528
211000022278413	1366	47.9502
211000022278416	1157	34.0536
211000022278419	1051	39.6765
211000022278420	1416	36.6525
211000022278421	2697	31.4423
211000022278423	1165	35.5365
211000022278424	1014	31.2623
211000022278426	2636	48.824
211000022278427	1044	41.1877
211000022278429	1181	33.9543
211000022278430	1200	51.5
211000022278432	1171	40.4782
211000022278435	1900	31.8947
211000022278438	3159	28.7749
211000022278439	2043	37.0044
211000022278440	2744	36.0787
211000022278441	1070	39.1589
211000022278445	1130	35.2212
211000022278446	1945	38.2519
211000022278451	1533	30.3979
211000022278452	2575	28.5049
211000022278456	1475	33.7627
211000022278497	1175	45.9574
211000022278503	1199	24.02
211000022278506	2059	33.0257
211000022278507	2390	44.1841
211000022278511	1123	32.057
211000022278514	1118	34.347
211000022278515	1986	38.7714
211000022278517	1038	42.6782
211000022278520	1162	42.4269
211000022278525	1586	33.4174
211000022278526	1067	35.0515
211000022278528	1962	39.0928
211000022278530	1052	39.924
211000022278533	1114	48.2944
211000022278536	2304	40.408
211000022278537	1090	36.5138
211000022278539	1005	35.0249
211000022278540	1062	36.629
211000022278541	1033	40.5615
211000022278546	2668	35.6447
211000022278547	1195	34.2259
211000022278548	1415	56.1131
211000022278549	11743	16.6738
211000022278550	1466	33.8336
211000022278556	5323	41.1234
211000022278558	1416	37.8531
211000022278559	1719	39.6742
211000022278562	1035	48.9855
211000022278568	1432	34.7765
211000022278569	1198	51.0017
211000022278571	1054	3.79507
211000022278573	1082	35.2126
211000022278574	1297	33.1534
211000022278575	1374	35.5167
211000022278576	1001	16.8831
211000022278580	1270	36.5354
211000022278582	1229	45.891
211000022278585	1020	29.2157
211000022278588	1030	36.7961
211000022278589	2005	33.7656
211000022278592	1081	34.3201
211000022278593	1391	36.4486
211000022278594	1502	38.9481
211000022278597	1567	40.3957
211000022278599	1042	45.5854
211000022278600	1072	38.806
211000022278602	3681	32.8715
211000022278604	1280	29.2969
211000022278641	1047	38.5864
211000022278650	1007	34.7567
211000022278651	1222	37.3159
211000022278652	2185	34.6911
211000022278653	14006	16.9427
211000022278668	1190	32.8571
211000022278675	3950	47.3165
211000022278680	1030	42.7184
211000022278686	11126	10.2373
211000022278688	1173	47.9966
211000022278689	1373	30.5171
211000022278697	3708	32.6321
211000022278699	1063	41.2041
211000022278702	1179	31.3825
211000022278707	2027	37.8885
211000022278708	1161	49.1817
211000022278714	1308	32.9511
211000022278716	2383	47.0835
211000022278717	1247	39.6151
211000022278718	1006	46.4215
211000022278720	1059	37.1105
211000022278721	1490	36.8456
211000022278723	4295	36.2515
211000022278727	1231	35.987
211000022278729	1205	30.7884
211000022278730	1074	40.3166
211000022278732	2617	28.4677
211000022278733	1518	34.5191
211000022278735	1294	31.5301
211000022278738	2570	33.9689
211000022278740	2491	37.9767
211000022278744	2991	37.3454
211000022278745	1140	33.5965
211000022278747	1120	40.9821
211000022278748	1208	38.9901
211000022278750	1134	42.1517
211000022278751	1124	45.3737
211000022278754	1610	34.2857
211000022278755	1225	38.5306
211000022278757	1347	37.1938
211000022278758	1223	39.2478
211000022278759	1018	56.2868
211000022278761	1084	42.5277
211000022278768	3477	36.3819
211000022278769	1194	33.0821
211000022278773	1263	47.5851
211000022278776	1076	42.3792
211000022278777	12354	9.04161
211000022278780	2033	35.9075
211000022278781	1167	37.7035
211000022278785	3080	35.8442
211000022278786	1504	38.8298
211000022278788	1130	31.5929
211000022278790	2733	31.9063
211000022278793	1344	41.1458
211000022278794	2783	45.8139
211000022278804	1047	54.1547
211000022278807	1139	40.2985
211000022278808	1240	38.629
211000022278848	1251	42.446
211000022278849	11569	7.64111
211000022278862	1103	22.5748
211000022278865	1328	49.9247
211000022278870	1150	37.913
211000022278875	13906	15.8637
211000022278883	2984	44.6046
211000022278884	1027	48.296
211000022278887	1258	32.194
211000022278890	1926	19.5742
211000022278891	1550	24.6452
211000022278898	1025	44
211000022278899	1304	43.0215
211000022278901	1160	50.2586
211000022278903	1075	42.8837
211000022278915	1302	34.1782
211000022278916	12399	13.0333
211000022278917	1075	29.5814
211000022278919	2081	41.2302
211000022278922	2033	38.4653
211000022278923	2791	37.0118
211000022278927	2521	32.4871
211000022278928	1139	43.7226
211000022278929	1905	31.5486
211000022278932	1262	30.8241
211000022278934	2344	32.4659
211000022278937	2626	32.559
211000022278940	1168	44.4349
211000022278943	1241	46.8171
211000022278944	1117	30.6177
211000022278945	3864	33.8509
211000022278946	1158	36.0104
211000022278947	1521	54.6351
211000022278948	1029	25.1701
211000022278949	1412	38.9518
211000022278952	2903	29.1078
211000022278953	2227	45.6219
211000022278958	1133	35.0397
211000022278960	5182	34.6198
211000022278962	1293	44.4702
211000022278963	2541	48.4455
211000022278966	4225	33.1361
211000022278968	2105	47.7435
211000022278969	1608	40.6095
211000022278970	1035	31.6908
211000022278972	1025	34.7317
211000022278973	1264	39.8734
211000022278974	14199	22.6424
211000022278977	1131	28.382
211000022278979	1611	35.568
211000022278980	1278	34.82
211000022278982	1976	36.5385
211000022278983	1041	42.2671
211000022278988	1872	33.9744
211000022278989	1056	52.3674
211000022278992	1728	47.6273
211000022278993	1263	20.5859
211000022278996	1043	42.5695
211000022279000	2394	53.7176
211000022279001	12002	8.79853
211000022279002	1826	52.4096
211000022279003	2588	52.898
211000022279013	1076	35.9665
211000022279014	1109	28.404
211000022279015	1263	36.6587
211000022279016	1001	33.8661
211000022279017	1219	32.8138
211000022279021	2881	43.7348
211000022279022	12632	12.3496
211000022279023	1374	39.1557
211000022279029	1882	42.7205
211000022279039	2190	44.2009
211000022279040	1581	42.8843
211000022279042	1117	40.0179
211000022279044	2092	39.8662
211000022279048	1299	37.9523
211000022279049	1754	32.2691
211000022279050	1035	31.401
211000022279051	1097	30.9936
211000022279052	4188	30.5874
211000022279053	1035	33.43
211000022279056	2547	43.0703
211000022279057	1098	39.1621
211000022279058	2352	48.7245
211000022279061	2884	40.4993
211000022279069	1157	33.7079
211000022279070	2447	22.1087
211000022279087	1289	41.505
211000022279088	1132	36.5724
211000022279089	544	16.9118
211000022279091	4377	41.1012
211000022279094	13317	19.6891
211000022279100	1352	44.6006
211000022279102	1110	49.5495
211000022279114	14983	18.0471
211000022279115	1135	30.3084
211000022279120	1026	27.0955
211000022279121	1785	36.7507
211000022279124	1236	40.1294
211000022279125	1132	33.8339
211000022279126	2487	37.4749
211000022279127	1200	44.9167
211000022279128	1225	36.3265
211000022279132	1005	33.6318
211000022279135	1159	50.9922
211000022279141	1076	32.4349
211000022279143	1304	38.4969
211000022279144	1231	40.2924
211000022279146	12856	15.697
211000022279149	1064	32.0489
211000022279151	1090	33.3028
211000022279152	1468	33.4469
211000022279154	1079	50.4171
211000022279160	1103	37.262
211000022279162	1998	35.2853
211000022279168	1045	38.5646
211000022279172	1253	45.3312
211000022279175	1144	47.465
211000022279177	6076	41.1784
211000022279178	2438	44.0935
211000022279179	3073	42.1738
211000022279180	1011	30.366
211000022279182	1277	30.6186
211000022279183	1231	38.6677
211000022279185	1210	35.2893
211000022279189	11958	18.6904
211000022279192	1843	43.2447
211000022279193	2462	43.6637
211000022279195	1022	40.998
211000022279197	2369	34.6138
211000022279198	2030	32.4631
211000022279199	1872	39.0491
211000022279200	1008	35.119
211000022279203	1116	44.2652
211000022279207	1484	44.0027
211000022279208	1761	41.6241
211000022279212	1126	36.1456
211000022279214	2555	30.7241
211000022279215	1012	30.5336
211000022279217	1966	34.6897
211000022279218	1246	38.8443
211000022279221	1119	26.6309
211000022279228	1933	52.6643
211000022279229	3490	52.6648
211000022279230	1775	42.8732
211000022279232	1148	35.5401
211000022279233	2647	33.8119
211000022279237	2010	37.4129
211000022279239	2937	56.7926
211000022279240	1119	57.7301
211000022279242	1062	43.9736
211000022279243	3807	36.5642
211000022279246	1538	31.4044
211000022279247	2382	32.4517
211000022279252	1077	27.3909
211000022279257	5360	52.0709
211000022279258	1048	41.9847
211000022279259	2379	29.7604
211000022279262	1022	38.8454
211000022279267	1234	44.3274
211000022279274	1333	41.4104
211000022279276	15522	21.6918
211000022279282	1975	36.9114
211000022279284	3196	43.617
211000022279285	1903	40.0946
211000022279288	2858	30.5108
211000022279289	1022	29.3542
211000022279311	2790	32.7957
211000022279317	1178	49.7453
211000022279318	1287	47.0862
211000022279324	1369	37.5457
211000022279325	1114	43.088
211000022279329	1041	38.6167
211000022279336	1094	40.4022
211000022279337	1734	39.9654
211000022279343	1315	40.3042
211000022279345	12459	13.8294
211000022279351	1026	34.1131
211000022279353	1006	40.5567
211000022279354	1304	30.9049
211000022279355	1105	50.4072
211000022279356	1031	44.3259
211000022279358	1185	31.73
211000022279359	1105	35.9276
211000022279360	1173	31.0315
211000022279361	1142	31.3485
211000022279362	1311	39.2067
211000022279365	1356	37.4631
211000022279366	1924	40.4886
211000022279369	1080	37.6852
211000022279374	1088	34.0074
211000022279375	1179	32.9092
211000022279378	1271	29.583
211000022279380	5465	41.72
211000022279384	1005	42.0896
211000022279393	1377	41.2491
211000022279394	3201	32.115
211000022279396	4370	47.643
211000022279400	1118	38.6404
211000022279405	1066	40.4315
211000022279406	1186	36.0877
211000022279407	1125	34.4
211000022279409	1004	36.1554
211000022279411	1278	55.8685
211000022279412	1235	34.4939
211000022279413	1202	48.5857
211000022279414	1108	47.0217
211000022279415	1347	48.4039
211000022279416	2795	47.0841
211000022279417	1233	48.1752
211000022279418	1139	50.3951
211000022279420	12654	16.8879
211000022279421	1339	33.5325
211000022279422	1139	33.8016
211000022279423	11220	7.959
211000022279424	1049	37.2736
211000022279425	1203	46.4672
211000022279430	1070	32.6168
211000022279431	3434	35.265
211000022279432	1249	43.2346
211000022279433	1377	34.0595
211000022279436	2421	31.8463
211000022279441	1266	37.2038
211000022279442	2922	39.3908
211000022279443	1039	34.36
211000022279444	1193	37.3009
211000022279445	1203	37.3234
211000022279448	1156	60.1211
211000022279449	4815	40.1246
211000022279453	4888	36.1498
211000022279454	1408	35.4403
211000022279456	12095	12.7491
211000022279462	1197	51.0443
211000022279464	1411	34.0184
211000022279465	1045	42.0096
211000022279469	1154	38.0416
211000022279470	2105	39.0499
211000022279473	1901	36.0337
211000022279474	1154	47.0537
211000022279476	2187	39.5976
211000022279477	3716	47.605
211000022279479	2248	18.4609
211000022279481	1770	35.4237
211000022279483	2574	37.296
211000022279487	1151	36.4031
211000022279488	2911	28.6843
211000022279490	1685	53.5905
211000022279493	1118	42.7549
211000022279498	1192	49.3289
211000022279503	12536	19.089
211000022279506	1053	40.9307
211000022279507	1422	36.9902
211000022279508	1188	38.5522
211000022279509	1461	31.6222
211000022279510	1107	55.4652
211000022279513	2556	30.1252
211000022279516	1323	30.3855
211000022279523	11807	16.5072
211000022279526	1023	44.3793
211000022279527	2787	44.8152
211000022279533	1088	45.2206
211000022279549	1166	36.8782
211000022279551	1087	34.2226
211000022279554	1212	55.6106
211000022279556	13256	18.3238
211000022279559	5189	33.8794
211000022279562	2736	40.2412
211000022279564	1126	32.5933
211000022279569	1083	39.1505
211000022279572	1053	36.2773
211000022279573	2520	37.2619
211000022279574	1854	52.589
211000022279580	1285	35.642
211000022279584	1063	40.1693
211000022279590	1224	49.3464
211000022279591	1205	34.9378
211000022279592	1069	39.5697
211000022279593	1379	37.926
211000022279599	1032	40.3101
211000022279603	1140	34.8246
211000022279606	3284	43.6054
211000022279609	1015	27.4877
211000022279612	2328	53.9519
211000022279615	1260	47.3016
211000022279618	1116	46.3262
211000022279619	1492	46.7828
211000022279622	1179	49.7031
211000022279623	2788	33.3572
211000022279624	1070	32.7103
211000022279626	1016	28.5433
211000022279627	1929	33.4889
211000022279628	1961	35.0331
211000022279631	1185	36.6245
211000022279632	1117	49.6867
211000022279633	1800	49.3333
211000022279635	2385	36.478
211000022279637	12142	12.8315
211000022279641	2064	49.1279
211000022279644	1018	46.2672
211000022279648	1209	45.823
211000022279651	2434	35.6204
211000022279652	1124	55.1601
211000022279653	2688	32.6637
211000022279654	1995	31.5789
211000022279655	1163	37.8332
211000022279656	1274	33.6735
211000022279657	1917	36.0459
211000022279659	1103	41.7044
211000022279660	1186	27.8246
211000022279663	2124	33.3804
211000022279664	1462	43.844
211000022279666	1115	31.3004
211000022279668	1169	43.1993
211000022279671	1532	36.0313
211000022279672	1089	30.2112
211000022279675	3858	52.9808
211000022279682	1224	44.3627
211000022279684	1129	38.6182
211000022279685	1332	38.7387
211000022279696	1464	33.3333
211000022279710	2517	42.5904
211000022279712	1988	45.3722
211000022279722	1148	40.8537
211000022279723	1290	36.2791
211000022279724	1270	49.4488
211000022279726	1154	36.3085
211000022279727	1064	33.2707
211000022279728	1234	33.7925
211000022279729	1208	35.0166
211000022279733	2050	34.6829
211000022279736	1016	38.9764
211000022279737	1384	38.7283
211000022279738	1189	34.3987
211000022279740	1042	47.4088
211000022279741	1016	42.7165
211000022279742	1069	31.8054
211000022279747	1134	30.9524
211000022279748	1430	36.0839
211000022279749	1424	38.5534
211000022279750	3871	42.8313
211000022279754	12827	10.9379
211000022279756	2117	37.8838
211000022279758	1193	33.948
211000022279761	2957	37.2337
211000022279769	1117	37.7798
211000022279770	1280	33.8281
211000022279771	1043	31.0642
211000022279777	3123	37.1758
211000022279778	1226	34.0131
211000022279780	2428	38.6326
211000022279781	1083	33.0563
211000022279782	1058	44.896
211000022279784	3058	48.1033
211000022279785	1019	41.0206
211000022279787	2308	44.3241
211000022279788	1667	40.9118
211000022279789	1191	45.0882
211000022279792	1014	36.1933
211000022279793	1451	33.9766
211000022279804	2087	33.0139
211000022279805	1275	42.6667
211000022279807	2102	36.0609
211000022279809	1021	33.2027
211000022279811	1174	33.7308
211000022279812	3466	34.0739
211000022279814	1055	32.6066
211000022279819	1207	44.4905
211000022279820	1990	42.5126
211000022279824	1080	47.963
211000022279829	12424	14.6732
211000022279837	2971	43.2178
211000022279839	1610	36.3975
211000022279842	1543	38.6261
211000022279844	3649	30.3097
211000022279845	1116	31.0932
211000022279851	1976	32.7935
211000022279853	1205	33.444
211000022279855	4272	34.1292
211000022279856	1261	41.6336
211000022279867	2860	44.5804
211000022279871	1337	44.8766
211000022279874	1114	56.1939
211000022279875	1446	46.7497
211000022279877	3373	34.8948
211000022279879	6396	35.9756
211000022279880	1091	45.4629
211000022279884	5915	45.3762
211000022279885	1053	33.6182
211000022279887	4310	39.0951
211000022279889	1966	34.7406
211000022279890	1381	31.9334
211000022279892	13553	19.4422
211000022279893	12034	11.4343
211000022279896	1703	35.1145
211000022279899	1129	39.5926
211000022279900	1947	42.3729
211000022279904	1467	44.6489
211000022279906	1033	36.2052
211000022279909	2429	37.7522
211000022279911	2703	39.7336
211000022279913	4939	38.854
211000022279921	1869	31.9422
211000022279923	1106	33.1826
211000022279926	1279	48.5536
211000022279927	1060	38.3962
211000022279928	4967	39.7826
211000022279929	2207	47.8931
211000022279931	1724	41.4733
211000022279933	1108	42.87
211000022279934	1643	31.832
211000022279940	4361	44.2559
